ID_TRAMIT;NOM_TRAMIT;DESCRIPCIO_TRAMIT;TEMA;CODI_AMBIT;DESCRIPCIO_AMBIT;IMMEDIAT;GRATUIT;REQUISITS;NORMATIVA_APLICABLE;RESPONSABLE;ENLLACOS_RELACIONATS;DATA_CREACIO;PARAULES_CLAUS;CANAL_TELEMATIC;CANAL_PRESENCIAL;CANAL_TELEFONIC;CANAL_MOBIL;CANAL_QUIOSC;IDIOMA
***095820;Cita previa Gestió tributària;"Aquest tràmit permet demanar dia i hora per ser atès de forma presencial per  a   realitzar   una   gestió   o   consulta   relacionada   amb   els   tributs   municipals  següents:
Impost sobre els Béns Immobles (IBI) - Canvi de titularitat per transmissió de l’immoble  - Sol·licitud de beneficis fiscals - Sol·licitud de fraccionament entre cotitulars d’un bé immoble.  - Certificat de titularitat cadastral 
Impost sobre els vehicles de tracció mecànica (IVTM).  - Sol·licitud de beneficis fiscals - Sol·licitud de prorrateig de quota per baixa al padró de vehicles
Impost   sobre   l’Increment   de   Valor   dels   Terrenys   de   naturalesa   urbana  (Plusvàlua).  - Autoliquidació de l’impost - Sol·licitud de pròrroga en cas d'herències. 
Impost sobre Construccions, Instal·lacions i Obres (ICIO).  - Autoliquidació de l’impost - Sol·licitud de beneficis fiscals
Preu públic de recollida de residus comercials i industrials. - Sol·licituds d’agrupació d’activitats en un local   - Prorrateig de quotes per baixa de l’activitat - Sol·licitud d’exempció per recollida pròpia
Guals - Canvi de nom
Així mateix, els podrem atendre per a: - Emissió de Certificats de béns - Tramitació de sol·licituds de devolució d'ingressos indeguts.  - Presentació de reclamacions tributàries

Serveis i tràmits
Qui ho pot demanar? Qualsevol ciutadà, excepte professionals. Els  professionals  que  representin  els  obligats  al  pagament  i  les  persones  jurídiques hauran de fer el tràmit, necessàriament, per mitjans telemàtics.
Com es pot fer? En línia
Mitjançant el tràmit en línia, clicant a l’enllaç: ‘Dem";;;;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=222&idAmbito=102&idDepartamento=282&idTramite=564&idAgenda=584;15/06/2020;;;S;N;N;;Català
***096075;Cita prèvia per a l'OMD 3 - La Morera (ara a Can Cabanyes);"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits IMPORTANT: Aquesta Oficina actualment està TANCADA. Podeu realizar els tràmits  corresponents agafant cita prèvia per l’Oficina municipal de CAN CABANYES (Sant Joan, *****), des del link d’aquesta mateixa pàgina.
En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits a  l’Oficina municipal del Districte (OMD) de Can Cabanyes   (  Sant Joan, *****  ):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=603&idAgenda=623;13/07/2020;;;S;N;N;;Català
***095903;Cita prèvia pel Registre General;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a tràmits del Registre General de  l’Ajuntament de Badalona.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=22&idAmbito=22&idDepartamento=22&idTramite=582&idAgenda=602;18/06/2020;;;S;N;N;;Català
***096074;Cita prèvia OMD 6 - Sant Roc;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=608&idAgenda=628;13/07/2020;;;S;N;N;;Català
***096079;Cita prèvia per a l'OMD 4 - La Salut / Llefià;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD) de Llefià i la Salut (atenció  conjunta per a les dues zones):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=605&idAgenda=625;13/07/2020;;;S;N;N;;Català
***096073;Cita prèvia OMD 5 - El Gorg;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=607&idAgenda=627;13/07/2020;;;S;N;N;;Català
***096076;Cita prèvia per a l'OMD 1 - La Plana;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’    indicant-nos el tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=602&idAgenda=622;13/07/2020;;;S;N;N;;Català
***096078;Cita prèvia per a l'OMD 2- La Colina (ara a Can Cabanyes);"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits IMPORTANT: Aquesta Oficina actualment està TANCADA. Podeu realizar els tràmits  corresponents agafant cita prèvia per l’Oficina municipal de CAN CABANYES (Sant Joan, *****), des del link d’aquesta mateixa pàgina.
En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits a  l’Oficina municipal del Districte (OMD) 2 de Can Cabanyes (c/   Sant Joan, *****   ):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=603&idAgenda=623;13/07/2020;;;S;N;N;;Català
***096077;Cita prèvia per a l'OMD 2 - Can Cabanyes ;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=603&idAgenda=623;13/07/2020;;;S;N;N;;Català
***099439;Suport informàtic a la Preinscripció escolar 2021-2022;"Aquest tramit consisteix en poder demanar una cita previa (dia/hora) per poder fer una  sol.licitud de preinscripció escolar en suport informàtic o digitalment per a famílies de  Badalona.
Qui ho pot demanar? Poden realitzar la preinscripcio escolar els alumnes que s’incorporen a P3, els alumnes que  s’incorporen a 1r d’ESO o les famílies (amb alumnat de cursos intermitjos) que per diverses  raons volen canviar de centre educatiu dins la ciutat de Badalona.
Com es pot fer?
En línea:
Mitjançant el tràmit";;;;;S;"Documentació’.
Quan s’acaba la petició de la cita prèvia mitjançant la Web, el programa  emetrà un document amb les dades de la cita i un ‘codi localitzador’ (es pot  imprimir). Quan es vagi a la cita prèvia (presencial), caldrà aportar juntament  amb un document d’identificació personal (DNI,...), el ‘codi localitzador’ de la  cita demanada.
Presencial: Departament d’Educació
Documentació que cal aportar
Per realitzar una Sol.licitud de preinscripció:
Sol    licitud electrònica :   - amb numero de RALC no cal aportar documentació - sense RALC : dades de filiació
Sol    licitud en suport informàtic:   - DNI, NIE o passaport del pare, mare o tutors legals - documents de filiació
- documents d’al legació de criteris complementaris
";"Normativa

Serveis i tràmits Resolucio EDU/596/2021 de 2 de març
";;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=142&idAmbito=82&idDepartamento=182&idTramite=622&idAgenda=642;11/03/2021;;;S;N;N;;Català
