ID_TRAMIT;NOM_TRAMIT;DESCRIPCIO_TRAMIT;TEMA;CODI_AMBIT;DESCRIPCIO_AMBIT;IMMEDIAT;GRATUIT;REQUISITS;NORMATIVA_APLICABLE;RESPONSABLE;ENLLACOS_RELACIONATS;DATA_CREACIO;PARAULES_CLAU;CANAL_TELEMATIC;CANAL_PRSENCIAL;CANAL_TELEFONIC;CANAL_MOBIL;CANAL_QUIOSC;IDIOMA
***078340;Cita prèvia amb l enginyer del Dep. de Llicències d¿Activitats, sobre DUBTES TÈCNICS DEL PROJECTE, Sr. David Rodríguez;om es pot fer? En què consisteix el tràmit? Aquest   tràmit   consisteix   en   poder   demanar   una   cita   prèvia   (dia/hora)   per   poder   realitzar  consultes tècniques relatives a tràmits que s¿hagin de sol·licitar o que restin en tràmit, ateses  pel Sr.David Rodríguez Cebrián (enginyer, ref. DRC) del Departament de Llicències  d¿Activitats. Cal tenir en compte el següent: ;;0029;urbanisme;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=62&idAmbito=2&idDepartamento=82&idTramite=264&idAgenda=262;27/02/2017;;;S;N;N;;Català 
***078338;Cita prèvia sobre DUBTES referents a CANVIS DE TITULAR amb la Sra. Sílvia Canals;om es pot fer? En què consisteix el tràmit? Aquest   tràmit   consisteix   en   poder   demanar   una   cita   prèvia   (dia/hora)   per   poder   realitzar  consultes tècniques relatives a tràmits que s¿hagin de sol·licitar o que restin en tràmit, ateses  per  la  Sra.  Sílvia  Canals  Giró  (canvis  de  titular  i  subrogacions,  ref.  SCG)  del  Departament de Llicències d¿Activit;;0029;urbanisme;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=62&idAmbito=2&idDepartamento=82&idTramite=262&idAgenda=282;27/02/2017;;;S;N;N;;Català 
***014119;Participació en fira artesanal;r l¿activitat a un dels llocs designats per a  desenvolupar una fira artesanal. Qui ho pot demanar: Tothom major d¿edat. Com es pot fer: Presencialment ¿ Servei d¿Atenció al Ciutadà Mitjançant  instància  signada  per  l¿interessat/ada  i  presentada  al  registre  general. Període de presentació de sol·licituds: Després de la determinaci;;;;;N; ;Normativa aplicable: Ordenança Reguladora de les Fires Artesanals. Documentació que cal aportar: Conforme als requeriments i requisits establerts a l¿Ordenança Reguladora de  les Fires Artesanals.  ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014119#wlp_detall_tramit;24/08/2010;;;S;N;N;;Català 
***001619;Lliurament d un vehicle al dipòsit municipal, per recuperacio procedent de robatori;Lliurament d un vehicle arrossegat per la grua municipal per recuperació com  a producte de robatori. Qui ho pot demanar? Qui   consti   com   a   titular   del   vehicle,   el   conductor   habitual   autoritzat   pel  propietari, o el seu representant legal documentat. Com es pot fer? Presencialment Inicialment ¿ Prefectura de Guàrdia Urbana Posteriorment ¿ Dipòsit Mu;;0022;seguretat;;S;Documentació que cal aportar Documentació acreditativa de la propietat del  vehicle, permís de conduir (si  l¿estat del vehicle el permet circular) DNI, copia de la denuncia interposada  per robatori, copia de l¿aixecament de la denuncia per recuperació, i ordre de  lliurament en cas d¿actuació provinent de Mossos d¿Esquadra. ;Normativa ¿ Llei de enjudiciament criminal  ¿ Codi penal  ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***001619#wlp_detall_tramit;29/06/2010;;;S;N;N;;Català 
***015381;Accés provisió lloc de treball per mobilitat interadministrativa;Sol·licitar l¿admissió a la convocatòria per proveir llocs de treball per mobilitat  interadministrativa. Qui ho pot demanar? Personal funcionari de carrera o laboral indefinit fix amb plaça en una altra  Administració pública. Com es pot fer? Presencialment ¿ Departament de RRHH ¿ Servei d Atenció al Ciutadà (SAC)  Per correu administratiu  Qualsevol oficina de correus  Im;;;;;S;Documentació que cal aportar Instància i documentació requerida en cada procés.  ;Normativa general  ¿ Llei 7/2007, de 12 d¿abril de l¿Estatut Bàsic de l¿Empleat Públic ¿ DL 2/2003, de 28 d¿abril que aprova el TR de la Llei Municipal i de  Règim Local de Catalunya. ¿ Decret legislatiu 1/1997, de 31 d¿octubre, text únic dels preceptes de  determinats  textos  legals  vigents  a  Catalunya  en  matèria  de  funció  pública. ¿ Decret  214/1990,  de  30  de  juliol,  amb  el  reglament  del  personal  al  servei de les entitats locals. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015381#wlp_detall_tramit;15/06/2010;;;S;N;N;;Català 
***014240;Preinscripció de l alumnat als centres educatius en els ensenyaments sufragats amb fons públics d idiomes;Sol· li ci tud d¿una  plaça escolar per a la formaci ó reglada d¿i diomes Les escoles oficials d¿idiomes (EOI) són centres públics no universitaris que imparteixen els  ni vells bàsi c, i nt ermedi i avançat  de diversos idiomes moderns.  Procediment.  L establert   en   la   normat iva   vigent   emesa   pel   Depart ament   d Educaci ó   de   la  Generali tat de Cat alunya, Qui ho pot demanar? L¿alumne   si   és   major   d¿edat   o   be   el   pare,   mare   o   t utors   legals   de   l¿alumne,  en el cas que  sigui menor d¿edat .  Per accedir  als ensenyament s d¿i diomes de  les  EOI  cal  t eni r  com  a  míni m  16  anys  complert s ;;0010;educació;;N;Documentació que cal aportar La       document aci ó       es presentarà en el moment  d¿efect uar la mat rícula:   Original i fot ocopia del DNI,  NIE o passaport.   Original  i  fot ocopia  del  carnet  de  famíli a  nombrosa  o  monoparental,  si  és  el  cas.   Certi fi cat   del   centre   d¿est udi s   (només   les   persones   més   grans   de   14   anys  que  vulgui n est udiar un i di oma di ferent  del que est udien a l ESO).   ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014240#wlp_detall_tramit;25/06/2010;;;S;N;N;;Català 
***014239;Preinscripció de l alumnat als centres educatius en els ensenyaments sufragats amb fons públics d ensenyament superior de disseny;Sol· li ci tud   d¿una   plaça   escolar,   en   un   cent re   públi c     en   el   nivell   d¿est udi s  superiors de di sseny Procediment. L establert   en   la   normat iva   vigent   emesa   pel   Depart ament   d Educaci ó   de   la  Generali tat de Cat alunya, En   una   úni ca   sol·licit ud   s¿hi   poden   indicar   peti ci ons   d¿admi ssi ó   en   di versos  centres. Qui ho pot demanar? L¿alumne  si  és major  d¿edat  o be  el  pare,  mare  o t utors legals de  l¿alumne,  en  el cas que sigui  menor d¿edat .  Per accedir a aquest s ensenyament s cal teni r el t ít ol de bat xi ller o equivalent  i   superar   la   prova   d¿accés.  ;;0010;educació;;N;Documentació que cal aportar Els   cent res   que   i mparteixen   aquest s   ensenyament s   us   i nformen   de   la  document ació que heu de present ar ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014239#wlp_detall_tramit;25/06/2010;;;S;N;N;;Català 
***014243;Preinscripció de l alumnat als centres educatius en els ensenyaments sufragats amb fons públics de música (ensenyaments no reglats);Sol· li ci tud d¿una  plaça escolar per a cursar est udi s no reglat s de músi ca. Procediment.  A   l Escola   de   Músi ca   es   cursen   est udi s   de   Grau   Elemental   i   nivell  Professi onal   no   reglats.   Al   fi nali tzar   i   superar   aquest s   est udi s   s¿obt é   un  Diploma expedi t pel cent re. Els   ensenyament s   que   s¿i mparteixen   i   est an   di st ri buït s   en   dues   et apes:  Iniciació  i  Elemental.  Es   pot   accedir   sense   conei xement s   de   músi ca   a   la  pri mera   et apa   d¿i ni ci ació   i   mit jançant   una   prova   de   ni vell   a   l¿etapa  d¿Element al Qui ho pot demanar? El   pare,   la   mare   o   els   tutors   legals   de   l¿alumne   que   no   pot   ser   menor   de5  anys.     Per cursar l¿etapa element al cal passar una prova de nivell.   Per   cursar   Ni vell   Professional   cal   haver   superat   la   pr;;0010;educació;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014243#wlp_detall_tramit;08/07/2010;;;S;N;N;;Català 
***014235;Preinscripció de l alumnat als centres educatius en els ensenyaments sufragats amb fons públics de Formació professional de grau mitjà;So l· licit u d   d ¿un a   p la ça   esco la r,   e n   u n   cen t re   pú b lic   o   p riva t   co n ce rt a t,   p e r  cu rsa r  e stu d is de  fo rma ció  p ro f e ssion a l de  g ra u  mit jà. Procediment. L e sta b le rt  en  la  n o rmat iva  vige n t  e me sa  p e l  De pa rt a me nt  d  E d u ca ció  de  la  Ge ne ra lit a t  de  Ca t a lu n ya. Qui ho pot demanar? L ¿a lu mn e  si  é s  ma jo r  d ¿ed a t  o  be  e l  p a re ,  ma re  o  t ut o rs  le g a ls  d e  l¿a lu mn e ,  en  e l  ca s  qu e  sig u i  me n o r  d ¿e da t .  Ca l  q ue  l¿a lu mne  e st ig u i  en  po sse ssió  d el  Tít o l   d e   g ra d ua t   e n   ed uca ció   se cu nd à ria   o b;;0010;educació;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014235#wlp_detall_tramit;11/03/2015;;;S;N;N;;Català 
***001200;Activitats per a dones;Assessorament i informació general en l¿àmbit de la dona.  Coordinació i suport a la xarxa associativa local i nacional i activitats  continuades en temes de sensibilització, promoció i divulgació. Qui ho pot demanar? Tothom Com es pot fer? Presencialment ¿ Oficina d Atenció a la Dona Correu electrònic ¿ Oficina d Atenció a la Dona Impresos model Cap Documentació que cal aportar Normativa Preu Gratuït Organisme responsable Atenció a la Dona Observacions </IdcteDoc;;;;;S;Documentació que cal aportar ;Normativa ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***001200#wlp_detall_tramit;31/08/2010;;;S;N;N;;Català 
***001697;Al·legació al tràmit d audiència d un expedient de disciplina d activitats;Al·legació al tràmit d¿audiència d¿un expedient de disciplina d¿activitats. Qui ho pot demanar? Qualsevol persona física o jurídica que sigui part interessada a l¿expedient. Com es pot fer? Presencialment ¿ Oficina d Informació Urbanística ¿ Servei d Atenció al Ciutadà (SAC)  ¿ Oficines municipals de districte Correu electrònic ¿ Oficina d Info;;0029;urbanisme;;S;Documentació que cal aportar Sol·licitud normalitzada. ;Normativa Llei 30/1992 de Règim Jurídic de les Administracions Públiques i del  Procediment Administratiu Comú. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***001697#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***002810;Renovació de la inscripció padronal pels estrangers no comunitaris sense autorització de residència de llarga durada;;;0019;padró d habitants i Cens Electoral;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***002810#wlp_detall_tramit;23/11/2016;;;S;N;N;;Català 
***001199;Atenció a les dones en situació de risc;Atenció i assessorament a dones en situació de risc.  Informació jurídica, psicològica i social en temes de crisi matrimonial,  maltractament. Qui ho pot demanar? Tothom Com es pot fer? Presencialment ¿ Oficina d Atenció a la Dona Correu electrònic ¿ Oficina d Atenció a la Dona Impresos model Cap Documentació que cal aportar Normativa Preu Gratuït Organisme responsable Atenció a la Dona Observacions </IdcteDoc;;;;;S;Documentació que cal aportar ;Normativa ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***001199#wlp_detall_tramit;31/08/2010;;;S;N;N;;Català 
***003092;Llicència per cultivar un hort en finques municipals;Sol·licitud d¿una llicència per cultivar un hort en finques municipals Qui ho pot demanar? Ciutadans i ciutadanes empadronats a Badalona, que no tinguin activitat laboral i que tinguin  60 anys o més d¿edat Com es pot fer? Presencialment: Presentant la sol·licitud en el Registre General de l Ajuntament Documentació que cal aportar ¿ Document d identitat ¿ Historial de vida laboral ¿ Cert;;0016;medi ambient;;N;Documentació que cal aportar ¿ Document d identitat ¿ Historial de vida laboral ¿ Certificat mèdic d aptitud en els casos d invalidesa o discapacitat ;Normativa Reglament de Règim d¿ús dels horts de titularitat municipal i per l¿atorgament de llicències  d¿ús privatiu del domini públic. (BOP 245, de 13/10/2009) ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***003092#wlp_detall_tramit;04/12/2014;;;S;N;N;;Català 
***003090;Autorització per treballs forestals en temps d alt risc d incendi;Sol·licitud d autorització per a la realització de treballs forestals en períodes d¿alt risc d¿incendi  forestal (Del 15 de març al 15 d¿octubre) Qui ho pot demanar? Propietaris i/o administradors de finques ubicades en zona forestal Com es pot fer? Presencialment ¿ Departament de gestió del Medi Natural i Paisatge Impresos model Adjunt Documentació que cal aportar DNI i acreditació de propietat de la finca o aut;;0016;medi ambient;;S;Documentació que cal aportar DNI i acreditació de propietat de la finca o autorització del propietari en altres casos. Imprès degudament complimentat ;Normativa ¿ Decret 64/1995, de 7 de març, de mesures de prevenció d¿incendis forestals. ¿ Ordre MAB/62/2003, de 13 de Febrer, de desplegament d¿aquestes mesures.  ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***003090#wlp_detall_tramit;06/09/2010;;;S;N;N;;Català 
***014236;Preinscripció de l alumnat als centres educatius en els ensenyaments sufragats amb fons públics de Formació professional de grau superior;So l· licit u d  d ¿u n a  p la ça  e sco la r,  e n  un  cen t re  p úb lic  o  p riva t  co n ce rt a t  pe r  a  la  f o rma ció  pro fe ssio na l  d e  g rau  sup e rio r  Procediment.  L e sta b le rt  e n  la  no rma t iva  vige n t  e me sa  p e l  Dep a rt a me n t  d  E d u ca ció  d e  la  Ge ne ra lit a t  de  Ca t a lu n ya, Qui ho pot demanar? L¿alumne si és major d¿edat o be el pare, mare o tutors legals de l¿alumne, en el cas que sigui  menor d¿edat. L¿alumne cal que tingui el títol de batxiller o equivalent a efectes acadèmics. També s¿hi pot accedir si s¿ha superat la prova d¿accés corresponent. Per poder fer aquesta  prova cal tenir;;0010;educació;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014236#wlp_detall_tramit;11/03/2015;;;S;N;N;;Català 
***014233;Preinscripció de l alumnat d Educació Infantil,  Educació primària i Educació Secundària obligatòria als centres sufragats amb fons públics (fora de termini);So l· licit u d   d ¿u n a   p la ça   e sco la r,   e n   un   cen t re   p úb lic   o   p riva t   co n ce rt a t,   en  e ls   n ive lls   e du ca t iu s   q ue   co mp ren en   l¿ed u ca ció   in f an t il   se g on   cicle ,  l¿ed u ca ció   p rimà ria   i   l¿e du ca ció   se cun d à ria   o b liga t ò ria   fo ra   de l   te rmin i  est ab le rt  pe r la  no rma t iva . Procediment. A   pa rt ir   de   l in ici   d e   le s   cla sse s   le s   so l· licit u d s   d ¿a d missió   s¿a t en en ,   e n   e l  ma rc   d e   le s   p la ce s   va ca n t s   exist e nt s,   si   co rre sp on e n   a   alu mn e s   no  esco la rit zat s   a   Ca t a lun ya,   si   d e riven   de   ca n vis   de   do micili   a   u n   a lt re  mun ic ip i  o  si s¿a l· le g ue n  a lt re s circu mst àn cie s excep cio na ls.   Qui ho pot demanar? Pa re s,  ma re s o  t ut o rs le ga ls d e l¿a lu mne . Com es pot fer? P re se n cia lme n t ¿ O ME.  O f icina  Mun icip a l d ¿Ed u ca ció ¿ Cen t re s do ce n t s Impresos model La  so l· licit u d   e s fa cilit a rà  i co mp lime n t a rà  a  l¿O ME Documentació que cal aportar O rig ina l  ;;0010;educació;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014233#wlp_detall_tramit;11/03/2015;;;S;N;N;;Català 
***001691;Recurs de reposició a una resolució d un expedient de disciplina d activitats;Recurs   de   potestatiu   de   reposició   en   relació   amb   una   resolució   d¿un  expedient de disciplina d¿activitats. Qui ho pot demanar? Qualsevol persona física o jurídica que sigui part interessada a l¿expedient. Com es pot fer? Presencialment ¿ Oficina d Informació Urbanística ¿ Servei d Atenció al Ciutadà (SAC)  ¿ Oficines municipals de districte Correu electrònic ¿ Oficina d Info;;0029;urbanisme;;S;Documentació que cal aportar Sol·licitud normalitzada. ;Normativa Llei 30/1992 de Règim Jurídic de les Administracions Públiques i del  Procediment Administratiu Comú ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***001691#wlp_detall_tramit;15/07/2010;;;S;N;N;;Català 
***015621;Inhumació de difunts;Sol·licitud de la inhumació d¿un difunt, o d¿inhumació i concessió  d¿una  sepultura si no es concessionari. Qui ho pot demanar? Totes les persones, ciutadanes de Badalona i Sant Adrià de Besòs, els  titulars i dipositaris de concessions vigents de dret funerari als cementiris  de la Ciutat, i els familiars de persones finades a la Ciutat o a Sant Adrià  de Besòs. Com es pot f;;;;;N;Documentació que cal aportar ¿ Certificat de defunció  ¿ Títol de dret funerari (si se¿n disposa). ;Normativa ¿ Reglament de cementiris (BOP 14/01/02)  ¿ Decret 297/1997, de 25 de novembre pel qual s¿aprova el Reglament  de policia sanitària i mortuòria (DOGC núm. 2528)  ¿ Decret 209/1999, de 27 de juliol pel qual s¿aprova el Reglament que  regula amb caràcter supletori, els serveis funeraris municipals (DOGC  núm. 2946, 05/08/1999)  ¿ Ordenança fiscal núm. 7  ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015621#wlp_detall_tramit;23/08/2010;;;S;N;N;;Català 
***000683;Informació sobre el mercat de treball;¿ Informació sobre el mercat de treball  ¿ Recull de les necessitats de formació de les empreses i de les  oportunitats d¿ocupació.  ¿ Col·laboracions amb empreses: pràctiques en empreses, etc.  Qui ho pot demanar? ¿ Qualsevol persona que vulgui informació sobre el mercat de treball del  Barcelonès Nord i/o de Badalona  ¿ Empreses interessades a acollir alumnes en pràctiques  ¿ Empreses interessades a formar futurs treballadors per a la seva  empresa  Com es po;;;;;S;Documentació que cal aportar ;Normativa ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***000683#wlp_detall_tramit;24/08/2010;;;S;N;N;;Català 
***015643;Consulta de la documentació de l arxiu municipal;Consulta de butlletins oficials (BOE, DOGC, BOP) i d¿expedients d¿accés no  sotmesos a restricció.  Possibilitat de fotocopiar documentació, tot i que el servei de l Arxiu només  facilitarà fins a un màxim de 20 fotocòpies, si excedeix aquesta quantitat  anirà a càrrec del sol·licitant. Si la documentació que es vol consultar està sotmesa a algun tipus de  restricció, s¿haurà de sol·licitar la consulta per escrit i motivar-la. Qui ho pot demanar? Qualsevol persona física o jurídica. Com es pot fer? Presencialment ¿ Arxiu Municipal Administratiu Documentació que cal aportar DNI Normativa Llei 10/2001, sobre arxius i documents Preu Gratuït Organisme responsable Secretaria General Observacions Temps de resolució a l¿instant. </IdcteDocument> ;;0023;serveis municipals;;S;Documentació que cal aportar DNI ;Normativa Llei 10/2001, sobre arxius i documents ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015643#wlp_detall_tramit;04/12/2014;;;S;N;N;;Català 
***000682;Centre de convencions de Badalona;Sol·licitud d¿espais per a actes d¿empresa.  Auditori per a 350 persones, sales polivalents, halls  Qui ho pot demanar? ¿ Empreses  ¿ Associacions Com es pot fer? Presencialment ¿ Badalona Centre Internacional de Negocis Impresos model Cap Documentació que cal aportar Normativa Preu Organisme responsable Departament Comercial Observacions </IdcteDocument> ;;;;;N;Documentació que cal aportar ;Normativa ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***000682#wlp_detall_tramit;24/08/2010;;;S;N;N;;Català 
***015644;Consulta de les actes dels òrgans de govern;Consultar les actes dels òrgans de Govern: llibres de resolucions, d¿actes de  la Junta de Govern Local i del Ple de l Ajuntament. Qui ho pot demanar? Qualsevol ciutadà, d¿acord amb l¿art. 105 b) de la Constitució, arts. 37 i 46 de  la Llei de règim jurídic de les Administracions  públiques i del procediment  administratiu comú. Com es pot fer? Presencialment ¿ Secretaria General  Impresos model Ca;;;;;S;Documentació que cal aportar DNI i, si s¿escau, el que acrediti la seva condició d¿interessat. ;Normativa Article   105   b)   de   la   Constitució   i   207   del   Reglament   d¿organització,  funcionament  i  règim  jurídic  de  les  entitats  locals,  i  art  79  del  Reglament  Orgànic Municipal de Badalona (ROM). ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015644#wlp_detall_tramit;02/07/2010;;;S;N;N;;Català 
***015383;Lliurament de Curriculum Vitae;Sol·licitud de lliurament del currículum vitae en el Departament de Recursos  Humans. Qui ho pot demanar? Qualsevol persona que tingui les condicions i requisits generals  exigits per  poder participar en processos de selecció en torn lliure a qualsevol  Administració Pública.  Com es pot fer? Presencialment ¿ Departament de Recursos Humans ¿ Servei d Atenció al Ciutadà (SAC)  Per correu  Qualsevol of;;;;;S;Documentació que cal aportar Instància de lliurament de currículum  adjuntant el currículum vitae ;Normativa general  ¿ Llei 7/2007, de 12 d¿abril de l¿Estatut Bàsic de l¿Empleat Públic ¿ DL 2/2003, de 28 d¿abril que aprova el TR de la Llei Municipal i de  Règim Local de Catalunya. ¿ Decret legislatiu 1/1997, de 31 d¿octubre, text únic dels preceptes de  determinats  textos  legals  vigents  a  Catalunya  en  matèria  de  funció  pública. ¿ Decret  214/1990,  de  30  de  juliol, amb  el  reglament  del  personal  al  servei de les entitats locals. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015383#wlp_detall_tramit;02/12/2016;;;S;N;N;;Català 
***014244;Ajuts d escolaritat i menjador per les escoles bressol municipals;Els ajut s d¿escolari tat  i de  menjador  t enen per  object e  facilit at  a  les famílies  que  ho necessi ti n una  part  de l i mport de les quot es d¿escolari tat i menjador. Qui ho pot demanar? El pare, la mare o  els t ut ors legals de l¿alumne. Com es pot fer? Presencialment ¿ Ofi ci na Muni ci pal d¿Educaci ó (OME) Impresos model Sol· li ci tud que es faci li tarà i compli mentarà a l¿OME Documentació que cal aportar Documentació beques ;;;;;N;Documentació que cal aportar Documentació beques i ajudes menjador ;Normativa Reglament  del Servei Muni ci pal d Escoles Bressol ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014244#wlp_detall_tramit;24/08/2010;;;S;N;N;;Català 
***001204;Exercici del dret d accés a les dades de caràcter personal;Sol·licitud d informació sobre si les dades de la persona interessada estan  sent objecte de tractament i, en cas de ser-ho, la finalitat del tractament, així  com la informació sobre l origen de les dades i les comunicacions realitzades  o que es preveu realitzar. Qui ho pot demanar? El titular de les dades. Quan el titular de les dades sigui un menor d edat o es trobi en situació  d incapacitat podrà exercir aquest dret el seu representant legal, que haurà  d acreditar aquesta condició. Aquest dret també podrà exercir-se a través de representant voluntari,  expressament design;;;;;S;Documentació que cal aportar - DNI, passaport o document equivalent. - Acreditació poders de representació (en cas de menor d¿edat o persona  incapacitada) ;Normativa Llei orgànica 15/1999, de 13 de desembre, de protecció de dades de caràcter  personal (LOPD) Reial Decret 1720/2007, de 21 de desembre , mitjançant el qual s aprova el  Reglament de desenvolupament de la Llei Orgànica 15/1999, de protecció de  dades de caràcter personal. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***001204#wlp_detall_tramit;03/12/2014;;;S;N;N;;Català 
***014086;Renovació de l autorització de la parada d encants;a d¿encants. Qui ho pot demanar? Les   persones   que   disposen   d¿una   autorització   vigent   i   que   compleixin   els  requisits següents: - Estan donats d¿alta de l¿Impost d¿Activitats Econòmiques - Estan al corrent de les obligacions econòmiques amb l¿Ajuntament, la  Seguretat Social i l¿AEAT. - Dispo;;;;;N;Documentació que cal aportar: Fotografia actual del titular Còpia   de  l¿assegurança  de   responsabilitat   civil  actualitzada   i  al  corrent  de  pagament. Certificat   acreditatiu   conforme   s¿està   al   corrent   en   el   compliment   de   les  obligacions tributàries amb l¿AEAT. Certificat  d¿estar donat d¿alta a l¿epígraf  corresponent  de l¿Impost d¿Activitats  Econòmiques. Últim rebut del règim d¿autònoms de la Seguretat Social Si   no   ha   autoritzat   a   l¿Ajuntament   a   obtenir   directament   les   dades   de  l¿Administració competent: - Còpia del document d¿identitat (DNI,NIF) - Certificat acreditatiu conforme s¿està al corrent en el compliment de les  obligacions amb la Seguretat Social. ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***014086#wlp_detall_tramit;08/01/2015;;;S;N;N;;Català 
***015351;Carnet jove internacional IYTC;Sol·licitud del CARNET DE JOVE INTERNACIONAL (IYTC) És un servei de la International Student Identity Card Association, una organització  sense ànim de lucre associada a la International Student Travel Confederation ISTC.  Amb aquest carnet es pot gaudir d avantatges i descomptes arreu del món.  Qui ho pot demanar? Per a joves de 12 fins a 25 anys inclosos.  Validesa Un any des de la data d¿expedició. Com es pot fer? Presencialment ¿ Servei d¿ Informació Juvenil  Què cal aportar DNI, NIE* o passaport original i una fotografia en color o fotocòpia en color. *Per a les persones nacionals de països de la Unió Eu;;0014;joventut;;N; ;Normativa Enllaç annex Enllaços d interès Enllaç annex ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015351#wlp_detall_tramit;20/07/2015;;;S;N;N;;Català 
***015615;Duplicat de Títol de Dret Funerari;A partir de la comunicació de la pèrdua, robatori, extravio del títol original:  S¿expedeix un nou títol de concessió de la sepultura pel termini inicialment  establert.  Qui ho pot demanar? Totes les persones titulars d¿un dret de concessió funerària als cementiris de  la Ciutat.  Com es pot fer? Presencialment ¿ Unitat administrativa de Cementiris Impresos model Cap  Documentació que cal aportar ¿ Document Identificatiu de la persona i;;;;;N;Documentació que cal aportar ¿ Document Identificatiu de la persona interessada  ¿ Sol·licitud normalitzada  (compareixença)  ¿ Rebut de la taxa de conservació.    Tràmit posterior ¿ Ingrés, per part de la persona interessada, de l¿autoliquidació de la  taxa en el termini corresponent  ;Normativa ¿ Reglament de cementiris (BOP, 14/01/02)  ¿ Ordenança fiscal núm. 7   ¿ Decret 297/1997, de 24 de Novembre, pel qual s¿aprova el Reglament  de política sanitària mortuòria (DOGC núm. 2528, 25/11/1997 ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015615#wlp_detall_tramit;24/08/2010;;;S;N;N;;Català 
