DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2018;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;26
EN EL MUNICIPI;2018;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;15
EN EL MUNICIPI;2018;6919;1;REPARACION OTROS BIENES CONSUMO NCOP;7
EN EL MUNICIPI;2018;6714;1;RESTAURANTES DE DOS TENEDORES;3
EN EL MUNICIPI;2018;6713;1;RESTAURANTES DE TRES TENEDORES;1
EN EL MUNICIPI;2018;6715;1;RESTAURANTES DE UN TENEDOR;10
EN EL MUNICIPI;2018;5051;1;REVESTIMIENTOS EXTERIORES E INTERIORES;11
EN EL MUNICIPI;2018;9691;1;SALAS DE BAILE Y DISCOTECAS;1
EN EL MUNICIPI;2018;9722;1;SALONES E INSTITUTOS DE BELLEZA;4
EN EL MUNICIPI;2018;9696;1;SALONES RECREATIVOS Y DE JUEGO;1
EN EL MUNICIPI;2018;9218;1;SERV. ADMON. CEMENTERIOS;1
EN EL MUNICIPI;2018;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;3
EN EL MUNICIPI;2018;8494;1;SERV. CUSTODIA, SEGURIDAD Y PROTECCION;1
EN EL MUNICIPI;2018;8497;1;SERV. GESTION ADMINISTRATIVA;4
EN EL MUNICIPI;2018;9211;1;SERV. LIMPIEZA VIARIA Y JARDINES;3
EN EL MUNICIPI;2018;9892;1;SERV. ORGANIZ. CONGRESOS,ASAMBLEAS, ...;1
EN EL MUNICIPI;2018;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;16
EN EL MUNICIPI;2018;9791;1;SERV. POMPAS FUNEBRES;2
EN EL MUNICIPI;2018;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;6
EN EL MUNICIPI;2018;9212;1;SERV. RECOGIDA DE BASURAS Y DESECHOS;4
EN EL MUNICIPI;2018;8435;1;SERV. TECNICOS DE DELINEACION;1
EN EL MUNICIPI;2018;9214;1;SERV.ALCANTARILLADO, EVACUACION AGUAS;2
EN EL MUNICIPI;2018;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;4
EN EL MUNICIPI;2018;911;1;SERVICIOS AGRICOLAS Y GANADEROS;3
EN EL MUNICIPI;2018;7516;1;SERVICIOS DE CARGA Y DESCARGA MERCANCIAS;1
EN EL MUNICIPI;2018;922;1;SERVICIOS DE LIMPIEZA;16
EN EL MUNICIPI;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;12
EN EL MUNICIPI;2018;9731;1;SERVICIOS FOTOGRAFICOS;2
EN EL MUNICIPI;2018;841;1;SERVICIOS JURIDICOS;2
EN EL MUNICIPI;2018;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;7
EN EL MUNICIPI;2018;8495;1;SERVICIOS RECAD.,REPARTO Y MANIP. CORRES;1
EN EL MUNICIPI;2018;8431;1;SERVICIOS TECNICOS DE INGENIERIA;5
EN EL MUNICIPI;2018;9216;1;SERV.PROTECCION Y ACONDIC. AMBIENTAL;1
EN EL MUNICIPI;2018;5052;1;SOLADOS Y PAVIMENTOS;6
EN EL MUNICIPI;2018;5053;1;SOLADOS Y PAVIMENTOS DE MADERA;4
EN EL MUNICIPI;2018;3191;1;TALLERES DE MECANICA EN GENERAL;7
EN EL MUNICIPI;2018;322;2;TECNICOS EN ARTES GRAFICAS;1
EN EL MUNICIPI;2018;227;2;TECNICOS EN ILUMINACION;2
EN EL MUNICIPI;2018;774;2;TRADUCTORES E INTERPRETES;2
EN EL MUNICIPI;2018;313;1;TRATAMIENTO Y RECUBRIMIENTO DE METALES;2
EN EL MUNICIPI;2018;722;1;TTE. MERCANCIAS POR CARRETERA;46
EN EL MUNICIPI;2018;7211;1;TTE. URBANO COLECTIVO;1
EN EL MUNICIPI;2018;013;2;VETERINARIOS;2
EN EL MUNICIPI;2018;5057;1;YESO, ESCAYOLA Y DECORACION;2
S-01001;2018;731;2;ABOGADOS;1
S-01001;2018;6175;1;COM.MAY. MAQUINARIA PARA MADERA Y METAL;1
S-01001;2018;6177;1;COM.MAY. MAQUINARIA TEXTIL;1
S-01001;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01001;2018;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01001;2018;6515;1;COM.MEN.PRENDAS ESPECIALES;1
S-01001;2018;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-01001;2018;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01001;2018;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-01001;2018;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;1
S-01001;2018;311;2;INGENIEROS INDUSTRIALES Y TEXTILES;1
S-01001;2018;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01001;2018;831;2;MEDICOS MEDICINA GENERAL;1
S-01001;2018;834;2;ODONTOLOGOS;1
S-01001;2018;6732;1;OTROS CAFES Y BARES;1
S-01001;2018;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-01001;2018;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-01001;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01002;2018;731;2;ABOGADOS;3
S-01002;2018;755;1;AGENCIAS DE VIAJES;4
S-01002;2018;411;2;ARQUITECTOS;1
S-01002;2018;811;1;BANCA;5
S-01002;2018;6192;1;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;1
S-01002;2018;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-01002;2018;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;5
S-01002;2018;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;8
S-01002;2018;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;3
S-01002;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;2
S-01002;2018;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;11
S-01002;2018;6421;1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;1
S-01002;2018;6424;1;COM.MEN.CARNICERIAS;3
S-01002;2018;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01002;2018;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;3
S-01002;2018;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;3
S-01002;2018;6513;1;COM.MEN.LENCERIA Y CORSETERIA;3
S-01002;2018;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;4
S-01002;2018;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;1
S-01002;2018;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-01002;2018;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);4
S-01002;2018;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01002;2018;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;2
S-01002;2018;6431;1;COM.MEN.PESCADOS;3
S-01002;2018;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;2
S-01002;2018;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;22
S-01002;2018;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-01002;2018;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;4
S-01002;2018;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;4
S-01002;2018;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;2
S-01002;2018;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;1
S-01002;2018;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;3
S-01002;2018;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;2
S-01002;2018;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-01002;2018;6465;1;COM.MEN.TABACO MAQUINAS AUTOMATICAS;1
S-01002;2018;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01002;2018;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-01002;2018;454;1;CONFECC. MEDIDA PRENDAS VESTIR;1
S-01002;2018;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;4
S-01002;2018;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;2
S-01002;2018;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-01002;2018;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;2
S-01002;2018;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;2
S-01002;2018;6521;1;FARMACIAS;1
S-01002;2018;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;4
S-01002;2018;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01002;2018;887;2;MAQUILLADORES Y ESTETICISTAS;1
S-01002;2018;832;2;MEDICOS ESPECIALISTAS;1
S-01002;2018;9339;1;OTROS ACTIV. ENSEùANZA;2
S-01002;2018;6732;1;OTROS CAFES Y BARES;5
S-01002;2018;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-01002;2018;861;2;PINTORES,ESCULTORES,CERAMISTAS,ARTESANOS;1
S-01002;2018;732;2;PROCURADORES;1
S-01002;2018;751;2;PROFESIONALES PUBLICIDAD, RELAC.PUBLICAS;1
S-01002;2018;6475;1;PTOS.ALIMENTICIOS Y BEB. MAQUINAS;1
S-01002;2018;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-01002;2018;9722;1;SALONES E INSTITUTOS DE BELLEZA;4
S-01002;2018;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;4
S-01002;2018;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01002;2018;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-01002;2018;9731;1;SERVICIOS FOTOGRAFICOS;1
S-01002;2018;841;1;SERVICIOS JURIDICOS;1
S-01002;2018;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-01002;2018;9711;1;TINTE,LIMP. SECO, LAVADO Y PLANCHADO;1
S-01003;2018;731;2;ABOGADOS;1
S-01003;2018;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;1
S-01003;2018;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01003;2018;411;2;ARQUITECTOS;1
S-01003;2018;811;1;BANCA;3
S-01003;2018;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-01003;2018;6154;1;COM.MAY.APAR.Y MAT. ELECTRONICO;1
S-01003;2018;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;2
S-01003;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;2
S-01003;2018;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01003;2018;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;2
S-01003;2018;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01003;2018;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;3
S-01003;2018;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-01003;2018;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-01003;2018;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01003;2018;4762;1;EDICION DE PERIODICOS Y REVISTAS;1
S-01003;2018;871;2;EXPENDEDORES OFICIALES LOTERIAS;1
S-01003;2018;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-01003;2018;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;1
S-01003;2018;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01003;2018;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01003;2018;6732;1;OTROS CAFES Y BARES;2
S-01003;2018;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;1
S-01003;2018;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01003;2018;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01003;2018;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-01003;2018;6714;1;RESTAURANTES DE DOS TENEDORES;2
S-01003;2018;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01003;2018;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01003;2018;8432;1;SERV. TEC. DE ARQUITECTURA;3
S-01003;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01003;2018;841;1;SERVICIOS JURIDICOS;1
S-01004;2018;731;2;ABOGADOS;1
S-01004;2018;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01004;2018;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01004;2018;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01004;2018;6513;1;COM.MEN.LENCERIA Y CORSETERIA;1
S-01004;2018;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-01004;2018;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01004;2018;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-01004;2018;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;2
S-01004;2018;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-01004;2018;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;2
S-01004;2018;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01004;2018;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;1
S-01004;2018;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-01004;2018;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-01004;2018;6521;1;FARMACIAS;1
S-01004;2018;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;1
S-01004;2018;6715;1;RESTAURANTES DE UN TENEDOR;2
S-01004;2018;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01004;2018;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01005;2018;731;2;ABOGADOS;1
S-01005;2018;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01005;2018;755;1;AGENCIAS DE VIAJES;1
S-01005;2018;411;2;ARQUITECTOS;2
S-01005;2018;811;1;BANCA;2
S-01005;2018;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;2
S-01005;2018;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01005;2018;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01005;2018;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);2
S-01005;2018;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01005;2018;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01005;2018;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01005;2018;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-01005;2018;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;3
S-01005;2018;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-01005;2018;831;2;MEDICOS MEDICINA GENERAL;1
S-01005;2018;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01005;2018;6732;1;OTROS CAFES Y BARES;1
S-01005;2018;9429;1;OTROS SERV. SANITARIOS;1
S-01005;2018;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01005;2018;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
S-01005;2018;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-01005;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;2
S-01007;2018;731;2;ABOGADOS;3
S-01007;2018;841;2;ACUPUNTORES, NATUROPATAS Y OTROS;1
S-01007;2018;755;1;AGENCIAS DE VIAJES;1
S-01007;2018;712;2;AGENTES Y CORREDORES DE SEGUROS;2
S-01007;2018;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-01007;2018;811;1;BANCA;6
S-01007;2018;812;1;CAJAS DE AHORRO;1
S-01007;2018;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;1
S-01007;2018;6542;1;COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS;1
S-01007;2018;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-01007;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01007;2018;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01007;2018;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01007;2018;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01007;2018;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);2
S-01007;2018;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;2
S-01007;2018;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01007;2018;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01007;2018;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;1
S-01007;2018;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;1
S-01007;2018;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-01007;2018;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;1
S-01007;2018;6521;1;FARMACIAS;1
S-01007;2018;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01007;2018;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;2
S-01007;2018;834;2;ODONTOLOGOS;1
S-01007;2018;6732;1;OTROS CAFES Y BARES;3
S-01007;2018;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;1
S-01007;2018;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01007;2018;9429;1;OTROS SERV. SANITARIOS;2
S-01007;2018;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;2
S-01007;2018;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01007;2018;732;2;PROCURADORES;2
S-01007;2018;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-01007;2018;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
S-01007;2018;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-01007;2018;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;3
S-01007;2018;9791;1;SERV. POMPAS FUNEBRES;1
S-01007;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01007;2018;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-01008;2018;6127;1;COM.MAY. VINOS Y VINAGRES DEL PAIS;1
S-01008;2018;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;1
S-01008;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01008;2018;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01008;2018;6424;1;COM.MEN.CARNICERIAS;1
S-01008;2018;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;1
S-01008;2018;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01008;2018;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01008;2018;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01008;2018;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-01008;2018;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-01008;2018;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;1
S-01008;2018;645;1;COM.MEN.VINOS Y BEBIDAS;1
S-01008;2018;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01008;2018;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01008;2018;684;1;HOSPEDAJE EN APARTA-HOTELES;1
S-01008;2018;681;1;HOSPEDAJE EN HOTELES Y MOTELES;2
S-01008;2018;4911;1;JOYERIA;1
S-01008;2018;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01008;2018;6732;1;OTROS CAFES Y BARES;1
S-01008;2018;599;2;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;1
S-01008;2018;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01008;2018;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01008;2018;9799;1;OTROS SERVICIOS PERSONALES NCOP;1
S-01008;2018;826;2;PERSONAL DOCENTE ENSEùANZAS DIVERSAS;1
S-01008;2018;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2018;712;2;AGENTES Y CORREDORES DE SEGUROS;1
S-02001;2018;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;3
S-02001;2018;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-02001;2018;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02001;2018;6424;1;COM.MEN.CARNICERIAS;1
S-02001;2018;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-02001;2018;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-02001;2018;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-02001;2018;6431;1;COM.MEN.PESCADOS;1
S-02001;2018;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02001;2018;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;1
S-02001;2018;330;1;CONS.MAQ.DE OFICINA Y ORDENADORES;1
S-02001;2018;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-02001;2018;833;2;ESTOMATOLOGOS;1
S-02001;2018;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-02001;2018;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;1
S-02001;2018;3223;1;FAB.UTILES PARA MAQUINAS HERRAMIENTAS;1
S-02001;2018;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-02001;2018;3169;1;OTROS ART. ACABADOS EN METALES NCOP;1
S-02001;2018;6732;1;OTROS CAFES Y BARES;1
S-02001;2018;599;2;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;1
S-02001;2018;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-02001;2018;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-02001;2018;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02001;2018;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;1
S-02001;2018;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-02001;2018;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02001;2018;8492;1;SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC;1
S-02001;2018;9892;1;SERV. ORGANIZ. CONGRESOS,ASAMBLEAS, ...;1
S-02001;2018;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02001;2018;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02001;2018;9214;1;SERV.ALCANTARILLADO, EVACUACION AGUAS;1
S-02001;2018;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02001;2018;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02001;2018;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02001;2018;3199;1;TALLERES MECANICOS NCOP;1
S-02002;2018;731;2;ABOGADOS;1
S-02002;2018;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-02002;2018;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;1
S-02002;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-02002;2018;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-02002;2018;945;1;CONSULTAS Y CLINICAS VETERINARIAS;1
S-02002;2018;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-02002;2018;6521;1;FARMACIAS;1
S-02002;2018;733;2;NOTARIOS;1
S-02002;2018;6732;1;OTROS CAFES Y BARES;2
S-02002;2018;899;2;OTROS PROF. RELACIONADOS CON SERVICIOS;2
S-02002;2018;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02003;2018;731;2;ABOGADOS;2
S-02003;2018;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;2
S-02003;2018;6731;1;BARES CATEGORIA ESPECIAL;1
S-02003;2018;6193;1;COM.MAY. METALES PRECIOSOS, Y JOYERIA;1
S-02003;2018;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;3
S-02003;2018;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-02003;2018;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-02003;2018;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-02003;2018;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02003;2018;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02003;2018;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02003;2018;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02003;2018;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02003;2018;8191;1;INSTITUCIONES DE CREDITO;1
S-02003;2018;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-02003;2018;9693;1;JUEGOS DE BINGO;1
S-02003;2018;831;2;MEDICOS MEDICINA GENERAL;1
S-02003;2018;6732;1;OTROS CAFES Y BARES;1
S-02003;2018;9429;1;OTROS SERV. SANITARIOS;1
S-02003;2018;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-02003;2018;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02003;2018;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02003;2018;8431;1;SERVICIOS TECNICOS DE INGENIERIA;1
S-02004;2018;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;2
S-02004;2018;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02004;2018;755;1;AGENCIAS DE VIAJES;1
S-02004;2018;974;1;AGENCIAS PRESTACION SERV. DOMESTICOS;1
S-02004;2018;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;1
S-02004;2018;411;2;ARQUITECTOS;2
S-02004;2018;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-02004;2018;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;2
S-02004;2018;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-02004;2018;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;1
S-02004;2018;811;1;BANCA;4
S-02004;2018;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;1
