DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2020;9731;1;SERVICIOS FOTOGRAFICOS;2
EN EL MUNICIPI;2020;841;1;SERVICIOS JURIDICOS;2
EN EL MUNICIPI;2020;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;7
EN EL MUNICIPI;2020;8495;1;SERVICIOS RECAD.,REPARTO Y MANIP. CORRES;1
EN EL MUNICIPI;2020;8431;1;SERVICIOS TECNICOS DE INGENIERIA;4
EN EL MUNICIPI;2020;9216;1;SERV.PROTECCION Y ACONDIC. AMBIENTAL;1
EN EL MUNICIPI;2020;5052;1;SOLADOS Y PAVIMENTOS;7
EN EL MUNICIPI;2020;5053;1;SOLADOS Y PAVIMENTOS DE MADERA;5
EN EL MUNICIPI;2020;3191;1;TALLERES DE MECANICA EN GENERAL;6
EN EL MUNICIPI;2020;227;2;TECNICOS EN ILUMINACION;1
EN EL MUNICIPI;2020;774;2;TRADUCTORES E INTERPRETES;2
EN EL MUNICIPI;2020;313;1;TRATAMIENTO Y RECUBRIMIENTO DE METALES;1
EN EL MUNICIPI;2020;722;1;TTE. MERCANCIAS POR CARRETERA;36
EN EL MUNICIPI;2020;7211;1;TTE. URBANO COLECTIVO;1
EN EL MUNICIPI;2020;013;2;VETERINARIOS;1
EN EL MUNICIPI;2020;5057;1;YESO, ESCAYOLA Y DECORACION;1
S-01001;2020;731;2;ABOGADOS;1
S-01001;2020;755;1;AGENCIAS DE VIAJES;1
S-01001;2020;6177;1;COM.MAY. MAQUINARIA TEXTIL;1
S-01001;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);2
S-01001;2020;6515;1;COM.MEN.PRENDAS ESPECIALES;1
S-01001;2020;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01001;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-01001;2020;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;1
S-01001;2020;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01001;2020;831;2;MEDICOS MEDICINA GENERAL;1
S-01001;2020;834;2;ODONTOLOGOS;1
S-01001;2020;6732;1;OTROS CAFES Y BARES;1
S-01001;2020;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-01001;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-01001;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01002;2020;731;2;ABOGADOS;3
S-01002;2020;755;1;AGENCIAS DE VIAJES;4
S-01002;2020;411;2;ARQUITECTOS;1
S-01002;2020;811;1;BANCA;4
S-01002;2020;6192;1;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;1
S-01002;2020;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;6
S-01002;2020;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;7
S-01002;2020;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;2
S-01002;2020;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;2
S-01002;2020;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;13
S-01002;2020;6421;1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;1
S-01002;2020;6424;1;COM.MEN.CARNICERIAS;3
S-01002;2020;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01002;2020;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;3
S-01002;2020;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;3
S-01002;2020;6513;1;COM.MEN.LENCERIA Y CORSETERIA;3
S-01002;2020;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;4
S-01002;2020;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;1
S-01002;2020;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-01002;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);3
S-01002;2020;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01002;2020;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;2
S-01002;2020;6431;1;COM.MEN.PESCADOS;3
S-01002;2020;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;2
S-01002;2020;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;21
S-01002;2020;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;2
S-01002;2020;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;5
S-01002;2020;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;4
S-01002;2020;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01002;2020;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;1
S-01002;2020;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;3
S-01002;2020;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;2
S-01002;2020;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-01002;2020;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01002;2020;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-01002;2020;454;1;CONFECC. MEDIDA PRENDAS VESTIR;1
S-01002;2020;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;4
S-01002;2020;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;2
S-01002;2020;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-01002;2020;9331;1;ENSEù. CONDUCCION VEHICULOS;1
S-01002;2020;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;2
S-01002;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;2
S-01002;2020;6521;1;FARMACIAS;1
S-01002;2020;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;3
S-01002;2020;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01002;2020;832;2;MEDICOS ESPECIALISTAS;1
S-01002;2020;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01002;2020;6732;1;OTROS CAFES Y BARES;6
S-01002;2020;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;2
S-01002;2020;9429;1;OTROS SERV. SANITARIOS;1
S-01002;2020;732;2;PROCURADORES;1
S-01002;2020;751;2;PROFESIONALES PUBLICIDAD, RELAC.PUBLICAS;1
S-01002;2020;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-01002;2020;9722;1;SALONES E INSTITUTOS DE BELLEZA;4
S-01002;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;2
S-01002;2020;841;1;SERVICIOS JURIDICOS;1
S-01002;2020;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-01003;2020;731;2;ABOGADOS;1
S-01003;2020;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;1
S-01003;2020;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01003;2020;411;2;ARQUITECTOS;1
S-01003;2020;811;1;BANCA;3
S-01003;2020;6723;1;CAFETERIAS DE UNA TAZA;1
S-01003;2020;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-01003;2020;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;2
S-01003;2020;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;2
S-01003;2020;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;2
S-01003;2020;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01003;2020;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;1
S-01003;2020;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;2
S-01003;2020;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01003;2020;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;3
S-01003;2020;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-01003;2020;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-01003;2020;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01003;2020;4762;1;EDICION DE PERIODICOS Y REVISTAS;1
S-01003;2020;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-01003;2020;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;1
S-01003;2020;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01003;2020;9671;1;INSTALACIONES DEPORTIVAS;1
S-01003;2020;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01003;2020;6732;1;OTROS CAFES Y BARES;1
S-01003;2020;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;1
S-01003;2020;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01003;2020;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01003;2020;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-01003;2020;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-01003;2020;9722;1;SALONES E INSTITUTOS DE BELLEZA;2
S-01003;2020;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01003;2020;8432;1;SERV. TEC. DE ARQUITECTURA;3
S-01003;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01003;2020;841;1;SERVICIOS JURIDICOS;1
S-01004;2020;731;2;ABOGADOS;1
S-01004;2020;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01004;2020;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01004;2020;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01004;2020;6513;1;COM.MEN.LENCERIA Y CORSETERIA;1
S-01004;2020;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-01004;2020;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01004;2020;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-01004;2020;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-01004;2020;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-01004;2020;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;2
S-01004;2020;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01004;2020;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;1
S-01004;2020;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-01004;2020;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;1
S-01004;2020;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01004;2020;6715;1;RESTAURANTES DE UN TENEDOR;1
S-01004;2020;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01004;2020;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01005;2020;731;2;ABOGADOS;1
S-01005;2020;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01005;2020;755;1;AGENCIAS DE VIAJES;1
S-01005;2020;411;2;ARQUITECTOS;1
S-01005;2020;811;1;BANCA;1
S-01005;2020;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-01005;2020;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01005;2020;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01005;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01005;2020;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01005;2020;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01005;2020;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01005;2020;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;2
S-01005;2020;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-01005;2020;831;2;MEDICOS MEDICINA GENERAL;1
S-01005;2020;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01005;2020;6732;1;OTROS CAFES Y BARES;1
S-01005;2020;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01005;2020;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-01005;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01007;2020;731;2;ABOGADOS;4
S-01007;2020;841;2;ACUPUNTORES, NATUROPATAS Y OTROS;1
S-01007;2020;755;1;AGENCIAS DE VIAJES;1
S-01007;2020;712;2;AGENTES Y CORREDORES DE SEGUROS;2
S-01007;2020;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-01007;2020;811;1;BANCA;6
S-01007;2020;812;1;CAJAS DE AHORRO;1
S-01007;2020;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;1
S-01007;2020;6542;1;COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS;1
S-01007;2020;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-01007;2020;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01007;2020;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01007;2020;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01007;2020;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01007;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01007;2020;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;2
S-01007;2020;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01007;2020;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01007;2020;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;1
S-01007;2020;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;1
S-01007;2020;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-01007;2020;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-01007;2020;9331;1;ENSEù. CONDUCCION VEHICULOS;1
S-01007;2020;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;1
S-01007;2020;6521;1;FARMACIAS;1
S-01007;2020;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01007;2020;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;1
S-01007;2020;834;2;ODONTOLOGOS;1
S-01007;2020;6732;1;OTROS CAFES Y BARES;3
S-01007;2020;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;1
S-01007;2020;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01007;2020;9429;1;OTROS SERV. SANITARIOS;2
S-01007;2020;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;2
S-01007;2020;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01007;2020;732;2;PROCURADORES;2
S-01007;2020;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
S-01007;2020;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-01007;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-01007;2020;9791;1;SERV. POMPAS FUNEBRES;1
S-01007;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01008;2020;6127;1;COM.MAY. VINOS Y VINAGRES DEL PAIS;1
S-01008;2020;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01008;2020;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01008;2020;6424;1;COM.MEN.CARNICERIAS;1
S-01008;2020;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;1
S-01008;2020;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01008;2020;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01008;2020;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01008;2020;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-01008;2020;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;1
S-01008;2020;645;1;COM.MEN.VINOS Y BEBIDAS;1
S-01008;2020;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01008;2020;684;1;HOSPEDAJE EN APARTA-HOTELES;1
S-01008;2020;681;1;HOSPEDAJE EN HOTELES Y MOTELES;2
S-01008;2020;6732;1;OTROS CAFES Y BARES;1
S-01008;2020;599;2;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;1
S-01008;2020;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01008;2020;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01008;2020;9799;1;OTROS SERVICIOS PERSONALES NCOP;1
S-01008;2020;826;2;PERSONAL DOCENTE ENSEùANZAS DIVERSAS;1
S-01008;2020;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2020;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;3
S-02001;2020;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-02001;2020;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02001;2020;6424;1;COM.MEN.CARNICERIAS;1
S-02001;2020;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-02001;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-02001;2020;6431;1;COM.MEN.PESCADOS;1
S-02001;2020;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02001;2020;330;1;CONS.MAQ.DE OFICINA Y ORDENADORES;1
S-02001;2020;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-02001;2020;833;2;ESTOMATOLOGOS;1
S-02001;2020;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;1
S-02001;2020;3223;1;FAB.UTILES PARA MAQUINAS HERRAMIENTAS;1
S-02001;2020;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-02001;2020;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-02001;2020;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-02001;2020;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02001;2020;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;1
S-02001;2020;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-02001;2020;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02001;2020;8492;1;SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC;1
S-02001;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02001;2020;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02001;2020;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02001;2020;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02001;2020;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02002;2020;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-02002;2020;945;1;CONSULTAS Y CLINICAS VETERINARIAS;1
S-02002;2020;6521;1;FARMACIAS;1
S-02002;2020;6732;1;OTROS CAFES Y BARES;1
S-02002;2020;8494;1;SERV. CUSTODIA, SEGURIDAD Y PROTECCION;1
S-02003;2020;731;2;ABOGADOS;2
S-02003;2020;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;2
S-02003;2020;811;1;BANCA;1
S-02003;2020;6731;1;BARES CATEGORIA ESPECIAL;1
S-02003;2020;6193;1;COM.MAY. METALES PRECIOSOS, Y JOYERIA;1
S-02003;2020;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;2
S-02003;2020;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-02003;2020;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-02003;2020;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02003;2020;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02003;2020;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02003;2020;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02003;2020;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02003;2020;8191;1;INSTITUCIONES DE CREDITO;1
S-02003;2020;9693;1;JUEGOS DE BINGO;1
S-02003;2020;9694;1;MAQUINAS RECREATIVAS Y DE AZAR;1
S-02003;2020;831;2;MEDICOS MEDICINA GENERAL;1
S-02003;2020;6732;1;OTROS CAFES Y BARES;1
S-02003;2020;9429;1;OTROS SERV. SANITARIOS;1
S-02003;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02003;2020;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02004;2020;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;1
S-02004;2020;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02004;2020;755;1;AGENCIAS DE VIAJES;1
S-02004;2020;974;1;AGENCIAS PRESTACION SERV. DOMESTICOS;1
S-02004;2020;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;1
S-02004;2020;411;2;ARQUITECTOS;2
S-02004;2020;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-02004;2020;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;2
S-02004;2020;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-02004;2020;951;1;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;1
S-02004;2020;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;1
S-02004;2020;811;1;BANCA;3
S-02004;2020;6122;1;COM.MAY.CEREALES,PLANTAS,ABONOS,ANIMALES;1
S-02004;2020;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;1
S-02004;2020;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02004;2020;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02004;2020;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-02004;2020;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02004;2020;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02004;2020;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-02004;2020;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02004;2020;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-02004;2020;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;1
S-02004;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02004;2020;833;2;ESTOMATOLOGOS;1
S-02004;2020;4282;1;FAB. AGUAS GASEOSAS Y OTRAS BEBIDAS SIN;1
S-02004;2020;6521;1;FARMACIAS;1
S-02004;2020;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;3
S-02004;2020;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02004;2020;022;2;INGENIEROS TEC. AGRICOLAS Y FORESTALES;1
S-02004;2020;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;1
S-02004;2020;831;2;MEDICOS MEDICINA GENERAL;2
S-02004;2020;823;1;OTRAS ENTIDADES ASEGURADORAS;1
S-02004;2020;6732;1;OTROS CAFES Y BARES;1
S-02004;2020;9429;1;OTROS SERV. SANITARIOS;3
S-02004;2020;8439;1;OTROS SERVICIOS TECNICOS NCOP;1
S-02004;2020;732;2;PROCURADORES;1
S-02004;2020;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02004;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02004;2020;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;2
S-02004;2020;8493;1;SERV. TRADUCCION Y SIMILARES;1
S-02004;2020;922;1;SERVICIOS DE LIMPIEZA;1
S-02004;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;3
S-02004;2020;774;2;TRADUCTORES E INTERPRETES;1
S-02005;2020;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);1
S-02005;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02005;2020;6521;1;FARMACIAS;1
S-02005;2020;9812;1;JARDINES DE RECREO;1
S-02005;2020;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;2
S-02006;2020;622;1;COM.MAY.OTROS PTOS. RECUPERACION;1
S-02006;2020;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-02006;2020;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02007;2020;811;1;BANCA;1
S-02007;2020;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-02007;2020;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-02008;2020;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02008;2020;755;1;AGENCIAS DE VIAJES;2
S-02008;2020;811;1;BANCA;1
S-02008;2020;6731;1;BARES CATEGORIA ESPECIAL;1
S-02008;2020;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;1
S-02008;2020;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02008;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-02008;2020;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;1
S-02008;2020;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-02008;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;2
S-02008;2020;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;1
S-02008;2020;6521;1;FARMACIAS;1
S-02008;2020;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02008;2020;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
S-02008;2020;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02008;2020;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02008;2020;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02009;2020;6424;1;COM.MEN.CARNICERIAS;1
S-02009;2020;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02009;2020;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-02009;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02010;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02010;2020;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-02010;2020;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02010;2020;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02011;2020;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-02011;2020;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-02011;2020;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-02011;2020;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
