DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2019;6713;1;RESTAURANTES DE TRES TENEDORES;1
EN EL MUNICIPI;2019;6715;1;RESTAURANTES DE UN TENEDOR;11
EN EL MUNICIPI;2019;5051;1;REVESTIMIENTOS EXTERIORES E INTERIORES;11
EN EL MUNICIPI;2019;9691;1;SALAS DE BAILE Y DISCOTECAS;1
EN EL MUNICIPI;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;4
EN EL MUNICIPI;2019;9696;1;SALONES RECREATIVOS Y DE JUEGO;1
EN EL MUNICIPI;2019;9218;1;SERV. ADMON. CEMENTERIOS;1
EN EL MUNICIPI;2019;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;2
EN EL MUNICIPI;2019;8494;1;SERV. CUSTODIA, SEGURIDAD Y PROTECCION;1
EN EL MUNICIPI;2019;8497;1;SERV. GESTION ADMINISTRATIVA;4
EN EL MUNICIPI;2019;9211;1;SERV. LIMPIEZA VIARIA Y JARDINES;3
EN EL MUNICIPI;2019;9892;1;SERV. ORGANIZ. CONGRESOS,ASAMBLEAS, ...;1
EN EL MUNICIPI;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;15
EN EL MUNICIPI;2019;9791;1;SERV. POMPAS FUNEBRES;2
EN EL MUNICIPI;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;6
EN EL MUNICIPI;2019;9212;1;SERV. RECOGIDA DE BASURAS Y DESECHOS;4
EN EL MUNICIPI;2019;8435;1;SERV. TECNICOS DE DELINEACION;1
EN EL MUNICIPI;2019;9214;1;SERV.ALCANTARILLADO, EVACUACION AGUAS;2
EN EL MUNICIPI;2019;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;6
EN EL MUNICIPI;2019;911;1;SERVICIOS AGRICOLAS Y GANADEROS;3
EN EL MUNICIPI;2019;7516;1;SERVICIOS DE CARGA Y DESCARGA MERCANCIAS;1
EN EL MUNICIPI;2019;922;1;SERVICIOS DE LIMPIEZA;16
EN EL MUNICIPI;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;11
EN EL MUNICIPI;2019;9731;1;SERVICIOS FOTOGRAFICOS;2
EN EL MUNICIPI;2019;841;1;SERVICIOS JURIDICOS;2
EN EL MUNICIPI;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;7
EN EL MUNICIPI;2019;8495;1;SERVICIOS RECAD.,REPARTO Y MANIP. CORRES;1
EN EL MUNICIPI;2019;8431;1;SERVICIOS TECNICOS DE INGENIERIA;5
EN EL MUNICIPI;2019;9216;1;SERV.PROTECCION Y ACONDIC. AMBIENTAL;1
EN EL MUNICIPI;2019;5052;1;SOLADOS Y PAVIMENTOS;6
EN EL MUNICIPI;2019;5053;1;SOLADOS Y PAVIMENTOS DE MADERA;5
EN EL MUNICIPI;2019;3191;1;TALLERES DE MECANICA EN GENERAL;7
EN EL MUNICIPI;2019;227;2;TECNICOS EN ILUMINACION;1
EN EL MUNICIPI;2019;774;2;TRADUCTORES E INTERPRETES;2
EN EL MUNICIPI;2019;313;1;TRATAMIENTO Y RECUBRIMIENTO DE METALES;2
EN EL MUNICIPI;2019;722;1;TTE. MERCANCIAS POR CARRETERA;40
EN EL MUNICIPI;2019;7211;1;TTE. URBANO COLECTIVO;1
EN EL MUNICIPI;2019;013;2;VETERINARIOS;2
EN EL MUNICIPI;2019;5057;1;YESO, ESCAYOLA Y DECORACION;1
S-01001;2019;731;2;ABOGADOS;1
S-01001;2019;6177;1;COM.MAY. MAQUINARIA TEXTIL;1
S-01001;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01001;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01001;2019;6515;1;COM.MEN.PRENDAS ESPECIALES;1
S-01001;2019;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01001;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-01001;2019;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;1
S-01001;2019;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01001;2019;831;2;MEDICOS MEDICINA GENERAL;1
S-01001;2019;834;2;ODONTOLOGOS;1
S-01001;2019;6732;1;OTROS CAFES Y BARES;1
S-01001;2019;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-01001;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-01001;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01002;2019;731;2;ABOGADOS;3
S-01002;2019;755;1;AGENCIAS DE VIAJES;4
S-01002;2019;411;2;ARQUITECTOS;1
S-01002;2019;811;1;BANCA;4
S-01002;2019;6192;1;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;1
S-01002;2019;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;6
S-01002;2019;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;9
S-01002;2019;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;3
S-01002;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;2
S-01002;2019;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;11
S-01002;2019;6421;1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;1
S-01002;2019;6424;1;COM.MEN.CARNICERIAS;3
S-01002;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01002;2019;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;3
S-01002;2019;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;3
S-01002;2019;6513;1;COM.MEN.LENCERIA Y CORSETERIA;3
S-01002;2019;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;4
S-01002;2019;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;1
S-01002;2019;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-01002;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);3
S-01002;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01002;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;2
S-01002;2019;6431;1;COM.MEN.PESCADOS;3
S-01002;2019;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;2
S-01002;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;22
S-01002;2019;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-01002;2019;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;6
S-01002;2019;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;4
S-01002;2019;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;2
S-01002;2019;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;1
S-01002;2019;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;3
S-01002;2019;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;2
S-01002;2019;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-01002;2019;6465;1;COM.MEN.TABACO MAQUINAS AUTOMATICAS;1
S-01002;2019;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01002;2019;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-01002;2019;454;1;CONFECC. MEDIDA PRENDAS VESTIR;1
S-01002;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;4
S-01002;2019;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;2
S-01002;2019;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-01002;2019;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;2
S-01002;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;2
S-01002;2019;6521;1;FARMACIAS;1
S-01002;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;3
S-01002;2019;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01002;2019;887;2;MAQUILLADORES Y ESTETICISTAS;1
S-01002;2019;832;2;MEDICOS ESPECIALISTAS;1
S-01002;2019;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01002;2019;6732;1;OTROS CAFES Y BARES;6
S-01002;2019;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;2
S-01002;2019;861;2;PINTORES,ESCULTORES,CERAMISTAS,ARTESANOS;1
S-01002;2019;732;2;PROCURADORES;1
S-01002;2019;751;2;PROFESIONALES PUBLICIDAD, RELAC.PUBLICAS;1
S-01002;2019;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-01002;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;4
S-01002;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;2
S-01002;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01002;2019;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-01002;2019;9731;1;SERVICIOS FOTOGRAFICOS;1
S-01002;2019;841;1;SERVICIOS JURIDICOS;1
S-01002;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-01002;2019;9711;1;TINTE,LIMP. SECO, LAVADO Y PLANCHADO;1
S-01003;2019;731;2;ABOGADOS;1
S-01003;2019;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;1
S-01003;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01003;2019;411;2;ARQUITECTOS;1
S-01003;2019;811;1;BANCA;3
S-01003;2019;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-01003;2019;6154;1;COM.MAY.APAR.Y MAT. ELECTRONICO;1
S-01003;2019;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;2
S-01003;2019;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;2
S-01003;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;2
S-01003;2019;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01003;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;2
S-01003;2019;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01003;2019;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;3
S-01003;2019;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-01003;2019;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-01003;2019;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01003;2019;4762;1;EDICION DE PERIODICOS Y REVISTAS;1
S-01003;2019;871;2;EXPENDEDORES OFICIALES LOTERIAS;1
S-01003;2019;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-01003;2019;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;1
S-01003;2019;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01003;2019;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01003;2019;6732;1;OTROS CAFES Y BARES;2
S-01003;2019;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;1
S-01003;2019;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01003;2019;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01003;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-01003;2019;6714;1;RESTAURANTES DE DOS TENEDORES;2
S-01003;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01003;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01003;2019;8432;1;SERV. TEC. DE ARQUITECTURA;3
S-01003;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01003;2019;841;1;SERVICIOS JURIDICOS;1
S-01004;2019;731;2;ABOGADOS;1
S-01004;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01004;2019;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01004;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01004;2019;6513;1;COM.MEN.LENCERIA Y CORSETERIA;1
S-01004;2019;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-01004;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01004;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-01004;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-01004;2019;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-01004;2019;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;2
S-01004;2019;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-01004;2019;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;1
S-01004;2019;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-01004;2019;6521;1;FARMACIAS;1
S-01004;2019;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;1
S-01004;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01004;2019;6715;1;RESTAURANTES DE UN TENEDOR;1
S-01004;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01004;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-01005;2019;731;2;ABOGADOS;1
S-01005;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-01005;2019;755;1;AGENCIAS DE VIAJES;1
S-01005;2019;411;2;ARQUITECTOS;2
S-01005;2019;811;1;BANCA;2
S-01005;2019;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-01005;2019;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01005;2019;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01005;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01005;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-01005;2019;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01005;2019;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01005;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-01005;2019;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;2
S-01005;2019;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-01005;2019;831;2;MEDICOS MEDICINA GENERAL;1
S-01005;2019;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01005;2019;6732;1;OTROS CAFES Y BARES;1
S-01005;2019;9429;1;OTROS SERV. SANITARIOS;1
S-01005;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-01005;2019;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
S-01005;2019;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-01005;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;2
S-01007;2019;731;2;ABOGADOS;4
S-01007;2019;841;2;ACUPUNTORES, NATUROPATAS Y OTROS;1
S-01007;2019;755;1;AGENCIAS DE VIAJES;1
S-01007;2019;712;2;AGENTES Y CORREDORES DE SEGUROS;2
S-01007;2019;811;1;BANCA;5
S-01007;2019;812;1;CAJAS DE AHORRO;1
S-01007;2019;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;1
S-01007;2019;6542;1;COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS;1
S-01007;2019;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-01007;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01007;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01007;2019;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01007;2019;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01007;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01007;2019;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;2
S-01007;2019;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01007;2019;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01007;2019;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;1
S-01007;2019;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;1
S-01007;2019;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-01007;2019;9331;1;ENSEù. CONDUCCION VEHICULOS;1
S-01007;2019;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;1
S-01007;2019;6521;1;FARMACIAS;1
S-01007;2019;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01007;2019;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;1
S-01007;2019;834;2;ODONTOLOGOS;1
S-01007;2019;6732;1;OTROS CAFES Y BARES;3
S-01007;2019;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;1
S-01007;2019;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01007;2019;9429;1;OTROS SERV. SANITARIOS;2
S-01007;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;2
S-01007;2019;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01007;2019;732;2;PROCURADORES;2
S-01007;2019;6714;1;RESTAURANTES DE DOS TENEDORES;1
S-01007;2019;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
S-01007;2019;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-01007;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;3
S-01007;2019;9791;1;SERV. POMPAS FUNEBRES;1
S-01007;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-01007;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-01008;2019;6127;1;COM.MAY. VINOS Y VINAGRES DEL PAIS;1
S-01008;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-01008;2019;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01008;2019;6424;1;COM.MEN.CARNICERIAS;1
S-01008;2019;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;1
S-01008;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01008;2019;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01008;2019;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01008;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-01008;2019;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-01008;2019;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;1
S-01008;2019;645;1;COM.MEN.VINOS Y BEBIDAS;1
S-01008;2019;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01008;2019;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
S-01008;2019;684;1;HOSPEDAJE EN APARTA-HOTELES;1
S-01008;2019;681;1;HOSPEDAJE EN HOTELES Y MOTELES;2
S-01008;2019;9339;1;OTROS ACTIV. ENSEùANZA;1
S-01008;2019;6732;1;OTROS CAFES Y BARES;1
S-01008;2019;599;2;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;1
S-01008;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01008;2019;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01008;2019;9799;1;OTROS SERVICIOS PERSONALES NCOP;1
S-01008;2019;826;2;PERSONAL DOCENTE ENSEùANZAS DIVERSAS;1
S-01008;2019;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2019;712;2;AGENTES Y CORREDORES DE SEGUROS;1
S-02001;2019;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;3
S-02001;2019;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-02001;2019;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02001;2019;6424;1;COM.MEN.CARNICERIAS;1
S-02001;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-02001;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-02001;2019;6431;1;COM.MEN.PESCADOS;1
S-02001;2019;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02001;2019;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;1
S-02001;2019;330;1;CONS.MAQ.DE OFICINA Y ORDENADORES;1
S-02001;2019;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-02001;2019;833;2;ESTOMATOLOGOS;1
S-02001;2019;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;1
S-02001;2019;3223;1;FAB.UTILES PARA MAQUINAS HERRAMIENTAS;1
S-02001;2019;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-02001;2019;6732;1;OTROS CAFES Y BARES;1
S-02001;2019;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-02001;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-02001;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02001;2019;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;1
S-02001;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-02001;2019;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02001;2019;8492;1;SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC;1
S-02001;2019;9892;1;SERV. ORGANIZ. CONGRESOS,ASAMBLEAS, ...;1
S-02001;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02001;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02001;2019;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02001;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02001;2019;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02002;2019;731;2;ABOGADOS;1
S-02002;2019;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-02002;2019;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;1
S-02002;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-02002;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-02002;2019;945;1;CONSULTAS Y CLINICAS VETERINARIAS;1
S-02002;2019;6521;1;FARMACIAS;1
S-02002;2019;6732;1;OTROS CAFES Y BARES;1
S-02002;2019;899;2;OTROS PROF. RELACIONADOS CON SERVICIOS;2
S-02003;2019;731;2;ABOGADOS;2
S-02003;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;2
S-02003;2019;811;1;BANCA;1
S-02003;2019;6731;1;BARES CATEGORIA ESPECIAL;1
S-02003;2019;6193;1;COM.MAY. METALES PRECIOSOS, Y JOYERIA;1
S-02003;2019;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;3
S-02003;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-02003;2019;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-02003;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-02003;2019;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02003;2019;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02003;2019;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02003;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02003;2019;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02003;2019;8191;1;INSTITUCIONES DE CREDITO;1
S-02003;2019;9693;1;JUEGOS DE BINGO;1
S-02003;2019;9694;1;MAQUINAS RECREATIVAS Y DE AZAR;1
S-02003;2019;831;2;MEDICOS MEDICINA GENERAL;1
S-02003;2019;6732;1;OTROS CAFES Y BARES;1
S-02003;2019;9429;1;OTROS SERV. SANITARIOS;1
S-02003;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02003;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02003;2019;8431;1;SERVICIOS TECNICOS DE INGENIERIA;1
S-02004;2019;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;2
S-02004;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02004;2019;755;1;AGENCIAS DE VIAJES;1
S-02004;2019;974;1;AGENCIAS PRESTACION SERV. DOMESTICOS;1
S-02004;2019;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;1
S-02004;2019;411;2;ARQUITECTOS;2
S-02004;2019;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-02004;2019;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;2
S-02004;2019;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-02004;2019;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;1
S-02004;2019;811;1;BANCA;3
S-02004;2019;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;1
S-02004;2019;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02004;2019;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02004;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-02004;2019;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-02004;2019;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02004;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-02004;2019;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02004;2019;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-02004;2019;4762;1;EDICION DE PERIODICOS Y REVISTAS;1
S-02004;2019;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;1
S-02004;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02004;2019;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-02004;2019;833;2;ESTOMATOLOGOS;1
S-02004;2019;4282;1;FAB. AGUAS GASEOSAS Y OTRAS BEBIDAS SIN;1
S-02004;2019;6521;1;FARMACIAS;1
S-02004;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;3
S-02004;2019;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02004;2019;022;2;INGENIEROS TEC. AGRICOLAS Y FORESTALES;1
S-02004;2019;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;1
S-02004;2019;832;2;MEDICOS ESPECIALISTAS;1
S-02004;2019;831;2;MEDICOS MEDICINA GENERAL;3
