CODI_DIVISIO_TERRITORIAL;CDINE;NACIONALITAT;NRE_HOMES;NRE_DONES
S-09015;343;COLOMBIA;7;11
S-09015;148;ARMENIA;7;7
S-09015;;ALTRES;44;43
S-09015;426;PAKISTAN;59;30
S-09015;404;BANGLA DESH;3;3
S-09015;228;MARROC;50;39
S-09015;348;PERU;3;5
S-09015;407;XINA;40;39
S-09015;321;HONDURES;5;9
S-09016;228;MARROC;21;18
S-09016;321;HONDURES;5;13
S-09016;426;PAKISTAN;10;10
S-09016;108;ESPANYA;699;750
S-09016;326;REPUBLICA DOMINICANA;4;3
S-09016;407;XINA;6;3
S-09016;154;RUSSIA;3;5
S-09016;128;ROMANIA;4;4
S-09016;;ALTRES;32;26
S-09017;;ALTRES;46;53
S-09017;234;NIGERIA;12;6
S-09017;128;ROMANIA;16;11
S-09017;341;BOLIVIA;6;8
S-09017;340;ARGENTINA;4;3
S-09017;404;BANGLA DESH;44;13
S-09017;220;GUINEA EQUATORIAL;5;5
S-09017;326;REPUBLICA DOMINICANA;6;6
S-09017;426;PAKISTAN;83;38
S-09017;345;EQUADOR;18;11
S-09017;407;XINA;31;26
S-09017;108;ESPANYA;576;568
S-09017;410;INDIA;30;24
S-09017;228;MARROC;117;100
S-09017;348;PERU;4;6
S-09018;135;UCRAINA;6;8
S-09018;426;PAKISTAN;32;17
S-09018;321;HONDURES;13;25
S-09018;;ALTRES;31;36
S-09018;139;GEORGIA;3;3
S-09018;154;RUSSIA;6;10
S-09018;228;MARROC;19;9
S-09018;108;ESPANYA;718;794
S-09018;410;INDIA;8;4
S-09018;343;COLOMBIA;6;5
S-09018;407;XINA;7;6
S-09019;345;EQUADOR;6;6
S-09019;128;ROMANIA;9;3
S-09019;;ALTRES;22;13
S-09019;228;MARROC;25;13
S-09019;341;BOLIVIA;5;6
S-09019;321;HONDURES;6;12
S-09019;343;COLOMBIA;15;9
S-09019;404;BANGLA DESH;12;3
S-09019;108;ESPANYA;446;477
S-09019;426;PAKISTAN;63;35
S-09019;135;UCRAINA;4;8
S-09019;115;ITALIA;4;4
S-09019;351;VENEÇUELA;3;4
S-09019;410;INDIA;9;4
S-09020;;ALTRES;16;15
S-09020;108;ESPANYA;281;301
S-09020;407;XINA;5;8
S-09020;228;MARROC;3;3
S-09021;139;GEORGIA;4;3
S-09021;404;BANGLA DESH;3;4
S-09021;345;EQUADOR;5;9
S-09021;321;HONDURES;11;18
S-09021;203;ALGERIA;3;4
S-09021;108;ESPANYA;612;635
S-09021;407;XINA;9;8
S-09021;228;MARROC;23;29
S-09021;347;PARAGUAI;8;12
S-09021;;ALTRES;39;36
S-09021;148;ARMENIA;3;5
S-09021;410;INDIA;12;8
S-09021;426;PAKISTAN;65;32
S-09022;108;ESPANYA;562;604
S-09022;426;PAKISTAN;9;7
S-09022;;ALTRES;27;36
S-09022;321;HONDURES;4;9
S-09022;351;VENEÇUELA;5;3
S-09022;407;XINA;28;20
S-09022;410;INDIA;11;6
S-09022;228;MARROC;18;19
S-09022;345;EQUADOR;5;7
S-09022;139;GEORGIA;5;4
S-09023;108;ESPANYA;669;673
S-09023;228;MARROC;22;24
S-09023;407;XINA;11;11
S-09023;343;COLOMBIA;4;3
S-09023;326;REPUBLICA DOMINICANA;11;6
S-09023;342;BRASIL;4;4
S-09023;426;PAKISTAN;54;24
S-09023;;ALTRES;36;41
S-09023;345;EQUADOR;4;5
S-09023;321;HONDURES;7;21
S-09023;139;GEORGIA;3;3
S-09024;;ALTRES;22;19
S-09024;321;HONDURES;3;18
S-09024;108;ESPANYA;786;810
S-09024;407;XINA;4;4
S-09024;341;BOLIVIA;7;4
S-09024;139;GEORGIA;8;6
S-09024;228;MARROC;28;21
S-09024;135;UCRAINA;13;7
S-09024;128;ROMANIA;6;12
S-09024;317;EL SALVADOR;3;5
S-09024;218;GUINEA;4;3
S-09024;343;COLOMBIA;6;3
S-09024;426;PAKISTAN;80;31
S-09025;447;UZBEKISTAN;3;3
S-09025;426;PAKISTAN;24;13
S-09025;228;MARROC;23;22
S-09025;321;HONDURES;9;18
S-09025;108;ESPANYA;488;532
S-09025;347;PARAGUAI;3;6
S-09025;135;UCRAINA;5;3
S-09025;407;XINA;9;8
S-09025;128;ROMANIA;4;5
S-09025;410;INDIA;8;6
S-09025;;ALTRES;20;14
S-09025;342;BRASIL;3;3
S-09025;341;BOLIVIA;6;4
S-09025;345;EQUADOR;6;5
S-09025;343;COLOMBIA;6;5
S-09025;350;URUGUAI;3;3
S-09025;154;RUSSIA;3;5
S-09026;;ALTRES;19;34
S-09026;108;ESPANYA;499;566
S-09026;317;EL SALVADOR;3;4
S-09026;426;PAKISTAN;25;15
S-09026;228;MARROC;11;9
S-09026;407;XINA;15;12
S-09027;407;XINA;11;9
S-09027;343;COLOMBIA;3;4
S-09027;139;GEORGIA;3;4
S-09027;228;MARROC;21;16
S-09027;;ALTRES;17;23
S-09027;426;PAKISTAN;29;5
S-09027;137;MOLDAVIA;3;3
S-09027;128;ROMANIA;12;11
S-09027;135;UCRAINA;6;4
S-09027;345;EQUADOR;6;7
S-09027;108;ESPANYA;386;399
S-09028;426;PAKISTAN;37;16
S-09028;343;COLOMBIA;3;4
S-09028;410;INDIA;11;3
S-09028;;ALTRES;24;41
S-09028;135;UCRAINA;4;3
S-09028;234;NIGERIA;6;7
S-09028;108;ESPANYA;969;924
S-09028;154;RUSSIA;5;6
S-09028;317;EL SALVADOR;4;3
S-09028;407;XINA;6;5
S-09028;228;MARROC;17;12
S-09028;351;VENEÇUELA;5;6
S-09028;321;HONDURES;8;18
S-09028;128;ROMANIA;8;5
S-09028;326;REPUBLICA DOMINICANA;3;3
S-09030;139;GEORGIA;4;5
S-09030;;ALTRES;42;54
S-09030;110;FRANÇA;6;4
S-09030;345;EQUADOR;4;3
S-09030;341;BOLIVIA;9;7
S-09030;123;PORTUGAL;3;6
S-09030;128;ROMANIA;7;8
S-09030;347;PARAGUAI;4;3
S-09030;228;MARROC;15;6
S-09030;115;ITALIA;12;6
S-09030;348;PERU;4;9
S-09030;343;COLOMBIA;5;4
S-09030;410;INDIA;8;8
S-09030;154;RUSSIA;7;8
S-09030;426;PAKISTAN;119;66
S-09030;108;ESPANYA;726;699
S-09030;407;XINA;81;60
S-09030;342;BRASIL;3;4
S-09031;326;REPUBLICA DOMINICANA;6;4
S-09031;108;ESPANYA;407;463
S-09031;104;BULGARIA;3;4
S-09031;;ALTRES;10;13
S-09031;407;XINA;13;16
S-09031;115;ITALIA;4;3
S-09031;228;MARROC;8;11
S-09032;348;PERU;3;3
S-09032;410;INDIA;5;4
S-09032;234;NIGERIA;7;10
S-09032;321;HONDURES;8;14
S-09032;407;XINA;6;6
S-09032;426;PAKISTAN;39;14
S-09032;228;MARROC;56;43
S-09032;108;ESPANYA;370;381
S-09032;;ALTRES;17;22
S-09032;341;BOLIVIA;3;3
S-09032;135;UCRAINA;3;5
S-09032;128;ROMANIA;8;5
S-09033;108;ESPANYA;686;673
S-09033;407;XINA;7;5
S-09033;154;RUSSIA;4;3
S-09033;128;ROMANIA;6;5
S-09033;426;PAKISTAN;17;4
S-09033;228;MARROC;18;18
S-09033;;ALTRES;43;49
S-09033;344;XILE;4;5
S-09034;326;REPUBLICA DOMINICANA;6;5
S-09034;321;HONDURES;3;11
S-09034;350;URUGUAI;3;3
S-09034;154;RUSSIA;5;3
S-09034;351;VENEÇUELA;4;4
S-09034;;ALTRES;49;39
S-09034;407;XINA;5;8
S-09034;108;ESPANYA;756;814
S-09034;228;MARROC;12;11
S-09035;341;BOLIVIA;4;6
S-09035;404;BANGLA DESH;3;4
S-09035;407;XINA;17;12
S-09035;326;REPUBLICA DOMINICANA;4;4
S-09035;108;ESPANYA;601;660
S-09035;321;HONDURES;5;12
S-09035;410;INDIA;9;8
S-09035;;ALTRES;23;27
S-09035;234;NIGERIA;6;4
S-09035;350;URUGUAI;3;3
S-09035;128;ROMANIA;6;5
S-09035;343;COLOMBIA;3;4
S-09035;154;RUSSIA;3;4
S-09035;228;MARROC;7;12
S-09035;426;PAKISTAN;66;38
S-09036;;ALTRES;24;21
S-09036;128;ROMANIA;7;5
S-09036;108;ESPANYA;515;547
S-09036;426;PAKISTAN;26;11
S-09036;410;INDIA;9;4
S-09036;228;MARROC;10;12
S-09036;321;HONDURES;6;12
S-09037;426;PAKISTAN;209;96
S-09037;128;ROMANIA;22;12
S-09037;409;FILIPINES;3;3
S-09037;135;UCRAINA;5;3
S-09037;345;EQUADOR;11;8
S-09037;407;XINA;19;19
S-09037;410;INDIA;15;12
S-09037;342;BRASIL;4;4
S-09037;218;GUINEA;4;3
S-09037;154;RUSSIA;3;5
S-09037;340;ARGENTINA;3;3
S-09037;348;PERU;8;7
S-09037;108;ESPANYA;419;428
S-09037;228;MARROC;92;77
S-09037;321;HONDURES;4;16
S-09037;341;BOLIVIA;7;5
S-09037;343;COLOMBIA;14;10
S-09037;104;BULGARIA;5;3
S-09037;;ALTRES;46;35
S-09037;115;ITALIA;3;3
S-09038;228;MARROC;39;37
S-09038;;ALTRES;42;28
S-09038;347;PARAGUAI;10;14
S-09038;108;ESPANYA;506;541
S-09038;426;PAKISTAN;179;76
S-09038;341;BOLIVIA;18;22
S-09038;342;BRASIL;4;7
S-09038;128;ROMANIA;9;11
S-09038;321;HONDURES;11;44
S-09038;345;EQUADOR;5;7
S-09038;410;INDIA;25;17
S-09038;348;PERU;5;9
S-09038;139;GEORGIA;5;9
S-09038;154;RUSSIA;5;5
S-09038;125;REGNE UNIT;3;4
S-09038;115;ITALIA;8;4
S-09038;104;BULGARIA;4;4
S-09038;407;XINA;39;35
S-09042;228;MARROC;20;12
S-09042;321;HONDURES;6;14
S-09042;;ALTRES;37;34
S-09042;407;XINA;8;11
S-09042;108;ESPANYA;538;474
S-09042;426;PAKISTAN;259;103
S-09043;;ALTRES;16;21
S-09043;108;ESPANYA;717;808
S-09043;407;XINA;17;11
S-09043;426;PAKISTAN;16;6
S-09043;115;ITALIA;3;10
S-09043;348;PERU;8;5
S-09044;108;ESPANYA;388;412
S-09044;347;PARAGUAI;8;5
S-09044;426;PAKISTAN;25;12
S-09044;407;XINA;19;19
S-09044;135;UCRAINA;6;5
S-09044;;ALTRES;26;23
S-09044;404;BANGLA DESH;4;3
S-09044;228;MARROC;18;20
S-09045;344;XILE;3;4
S-09045;426;PAKISTAN;29;22
S-09045;410;INDIA;5;3
S-09045;108;ESPANYA;691;740
S-09045;228;MARROC;7;6
S-09045;407;XINA;11;11
S-09045;154;RUSSIA;3;3
S-09045;;ALTRES;13;29
S-09047;108;ESPANYA;420;458
S-09047;404;BANGLA DESH;9;5
S-09047;228;MARROC;26;28
S-09047;426;PAKISTAN;18;13
S-09047;321;HONDURES;3;5
S-09047;407;XINA;15;15
S-09047;410;INDIA;5;6
S-09047;;ALTRES;21;37
S-09047;239;SENEGAL;7;3
S-09047;317;EL SALVADOR;4;5
S-09049;326;REPUBLICA DOMINICANA;9;10
S-09049;148;ARMENIA;13;12
S-09049;407;XINA;14;10
S-09049;139;GEORGIA;5;6
S-09049;135;UCRAINA;4;6
S-09049;347;PARAGUAI;9;18
S-09049;108;ESPANYA;530;618
S-09049;341;BOLIVIA;21;13
S-09049;345;EQUADOR;12;4
S-09049;343;COLOMBIA;9;7
S-09049;321;HONDURES;17;39
S-09049;426;PAKISTAN;64;31
S-09049;;ALTRES;38;50
S-09049;317;EL SALVADOR;3;7
S-09049;228;MARROC;48;47
S-09052;410;INDIA;4;3
S-09052;407;XINA;11;6
S-09052;321;HONDURES;4;3
S-09052;108;ESPANYA;373;432
S-09052;;ALTRES;24;14
S-09053;348;PERU;4;3
S-09053;345;EQUADOR;4;8
S-09053;407;XINA;5;5
S-09053;;ALTRES;41;49
S-09053;148;ARMENIA;3;4
S-09053;108;ESPANYA;504;485
S-09053;426;PAKISTAN;31;19
S-09053;228;MARROC;10;11
S-09053;135;UCRAINA;5;3
S-09053;128;ROMANIA;3;3
S-09054;108;ESPANYA;539;542
S-09054;407;XINA;15;15
S-09054;228;MARROC;9;7
S-09054;321;HONDURES;4;9
S-09054;;ALTRES;24;30
S-09057;407;XINA;26;22
S-09057;115;ITALIA;3;4
S-09057;228;MARROC;9;11
S-09057;426;PAKISTAN;10;3
S-09057;410;INDIA;3;4
S-09057;104;BULGARIA;3;3
S-09057;139;GEORGIA;8;6
S-09057;345;EQUADOR;6;3
S-09057;315;CUBA;4;4
S-09057;108;ESPANYA;513;597
S-09057;;ALTRES;20;15
S-09058;135;UCRAINA;3;5
S-09058;321;HONDURES;6;7
S-09058;139;GEORGIA;3;6
S-09058;426;PAKISTAN;11;3
S-09058;341;BOLIVIA;5;4
S-09058;228;MARROC;11;3
S-09058;108;ESPANYA;621;644
S-09058;407;XINA;10;15
S-09058;;ALTRES;29;28
S-09059;407;XINA;17;18
S-09059;;ALTRES;22;15
S-09059;341;BOLIVIA;6;7
S-09059;321;HONDURES;6;8
S-09059;135;UCRAINA;3;3
S-09059;108;ESPANYA;459;536
S-09059;139;GEORGIA;5;7
S-09059;154;RUSSIA;4;3
S-09059;426;PAKISTAN;5;3
S-09059;228;MARROC;27;22
