CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-09024;347;PARAGUAI;3;4
S-09024;345;ECUADOR;9;7
S-09024;426;PAKISTAN;76;26
S-09024;128;ROMANIA;11;9
S-09024;228;MARROC;18;15
S-09024;;ALTRES;31;33
S-09024;407;XINA;9;10
S-09024;108;ESPANYA;824;854
S-09025;410;INDIA;6;3
S-09025;348;PERU;3;4
S-09025;345;ECUADOR;10;14
S-09025;341;BOLIVIA;4;15
S-09025;;ALTRES;27;32
S-09025;426;PAKISTAN;20;9
S-09025;228;MARROC;20;18
S-09025;407;XINA;13;11
S-09025;108;ESPANYA;479;536
S-09025;347;PARAGUAI;7;6
S-09026;407;XINA;3;6
S-09026;;ALTRES;28;36
S-09026;228;MARROC;10;9
S-09026;108;ESPANYA;491;586
S-09026;128;ROMANIA;3;5
S-09026;426;PAKISTAN;8;4
S-09027;228;MARROC;28;14
S-09027;128;ROMANIA;7;4
S-09027;;ALTRES;20;23
S-09027;426;PAKISTAN;21;18
S-09027;345;ECUADOR;9;3
S-09027;135;UCRAINA;4;3
S-09027;407;XINA;12;9
S-09027;108;ESPANYA;339;404
S-09028;228;MARROC;28;7
S-09028;345;ECUADOR;11;7
S-09028;128;ROMANIA;6;4
S-09028;407;XINA;7;10
S-09028;348;PERU;3;4
S-09028;234;NIGERIA;12;4
S-09028;108;ESPANYA;974;962
S-09028;343;COLOMBIA;5;5
S-09028;345;EQUADOR;5;3
S-09028;426;PAKISTAN;25;16
S-09028;;ALTRES;29;36
S-09030;154;RUSIA;3;4
S-09030;345;ECUADOR;8;16
S-09030;410;INDIA;18;12
S-09030;348;PERU;5;9
S-09030;115;ITALIA;6;4
S-09030;228;MARROC;10;7
S-09030;426;PAKISTAN;123;49
S-09030;;ALTRES;32;35
S-09030;108;ESPANYA;641;656
S-09030;407;XINA;35;28
S-09030;110;FRANÇA;5;4
S-09030;341;BOLIVIA;9;13
S-09030;128;ROMANIA;24;11
S-09030;347;PARAGUAI;4;6
S-09031;108;ESPANYA;435;474
S-09031;;ALTRES;22;22
S-09031;228;MARROC;6;7
S-09031;326;REP. DOMINICANA;3;3
S-09031;407;XINA;6;5
S-09032;108;ESPANYA;388;373
S-09032;128;ROMANIA;6;4
S-09032;;ALTRES;48;37
S-09032;426;PAKISTAN;31;17
S-09032;234;NIGERIA;10;10
S-09032;217;GHANA;3;8
S-09032;135;UCRAINA;5;7
S-09032;345;ECUADOR;5;4
S-09032;228;MARROC;63;48
S-09033;341;BOLIVIA;3;4
S-09033;317;EL SALVADOR;4;3
S-09033;;ALTRES;31;25
S-09033;128;ROMANIA;9;10
S-09033;228;MARROC;24;18
S-09033;108;ESPANYA;700;696
S-09033;345;ECUADOR;7;8
S-09033;426;PAKISTAN;7;3
S-09034;407;XINA;6;4
S-09034;108;ESPANYA;796;815
S-09034;426;PAKISTAN;15;7
S-09034;128;ROMANIA;3;8
S-09034;;ALTRES;29;32
S-09034;228;MARROC;24;11
S-09034;404;BANGLADESH;6;3
S-09035;350;URUGUAI;6;7
S-09035;348;PERU;4;3
S-09035;228;MARROC;16;16
S-09035;115;ITALIA;6;4
S-09035;234;NIGERIA;3;3
S-09035;;ALTRES;24;24
S-09035;410;INDIA;11;6
S-09035;345;EQUADOR;3;4
S-09035;407;XINA;13;15
S-09035;345;ECUADOR;6;12
S-09035;108;ESPANYA;617;671
S-09035;426;PAKISTAN;52;16
S-09035;341;BOLIVIA;3;5
S-09035;154;RUSSIA;3;3
S-09036;407;XINA;5;3
S-09036;410;INDIA;8;4
S-09036;;ALTRES;12;30
S-09036;108;ESPANYA;540;550
S-09036;350;URUGUAI;3;3
S-09036;128;ROMANIA;5;3
S-09036;426;PAKISTAN;9;10
S-09036;228;MARROC;14;14
S-09036;321;HONDURAS;4;4
S-09037;426;PAKISTAN;236;99
S-09037;410;INDIA;6;6
S-09037;234;NIGERIA;13;9
S-09037;348;PERU;5;3
S-09037;228;MARROC;110;82
S-09037;227;MALI;11;7
S-09037;108;ESPANYA;362;404
S-09037;239;SENEGAL;3;4
S-09037;;ALTRES;30;48
S-09037;341;BOLIVIA;16;19
S-09037;343;COLOMBIA;12;9
S-09037;128;ROMANIA;31;26
S-09037;345;ECUADOR;15;11
S-09037;407;XINA;19;18
S-09037;345;EQUADOR;6;8
S-09037;216;GAMBIA;8;4
S-09038;426;PAKISTAN;184;63
S-09038;;ALTRES;55;46
S-09038;404;BANGLADESH;5;3
S-09038;128;ROMANIA;12;12
S-09038;154;RUSIA;4;6
S-09038;343;COLOMBIA;3;4
S-09038;321;HONDURAS;3;15
S-09038;410;INDIA;29;23
S-09038;348;PERU;8;9
S-09038;139;GEORGIA;7;3
S-09038;347;PARAGUAI;4;9
S-09038;345;ECUADOR;5;3
S-09038;228;MARROC;35;36
S-09038;108;ESPANYA;480;515
S-09038;407;XINA;45;47
S-09038;341;BOLIVIA;37;54
S-09042;108;ESPANYA;549;529
S-09042;407;XINA;3;5
S-09042;345;ECUADOR;3;8
S-09042;410;INDIA;4;3
S-09042;;ALTRES;29;31
S-09042;426;PAKISTAN;335;111
S-09042;228;MARROC;22;18
S-09042;128;ROMANIA;8;12
S-09043;;ALTRES;17;21
S-09043;426;PAKISTAN;23;14
S-09043;407;XINA;6;3
S-09043;108;ESPANYA;792;838
S-09043;228;MARROC;6;4
S-09043;345;ECUADOR;3;4
S-09044;;ALTRES;29;26
S-09044;228;MARROC;22;16
S-09044;326;REP. DOMINICANA;6;4
S-09044;128;ROMANIA;4;4
S-09044;407;XINA;12;17
S-09044;108;ESPANYA;400;404
S-09044;426;PAKISTAN;16;15
S-09044;341;BOLIVIA;7;5
S-09045;108;ESPANYA;688;712
S-09045;128;ROMANIA;3;5
S-09045;407;XINA;11;9
S-09045;426;PAKISTAN;19;11
S-09045;148;ARMENIA;3;5
S-09045;;ALTRES;14;48
S-09047;234;NIGERIA;5;6
S-09047;426;PAKISTAN;20;3
S-09047;407;XINA;11;9
S-09047;;ALTRES;33;23
S-09047;239;SENEGAL;5;3
S-09047;128;ROMANIA;3;4
S-09047;410;INDIA;6;7
S-09047;228;MARROC;24;25
S-09047;404;BANGLA DESH;5;3
S-09047;218;GUINEA;4;3
S-09047;345;ECUADOR;4;9
S-09047;108;ESPANYA;434;456
S-09049;;ALTRES;37;43
S-09049;342;BRASIL;4;5
S-09049;108;ESPANYA;546;585
S-09049;321;HONDURAS;5;12
S-09049;148;ARMENIA;10;5
S-09049;407;XINA;14;7
S-09049;341;BOLIVIA;19;18
S-09049;135;UCRAINA;9;9
S-09049;228;MARROC;78;81
S-09049;426;PAKISTAN;33;16
S-09049;345;ECUADOR;3;10
S-09050;108;ESPANYA;377;369
S-09050;234;NIGERIA;3;4
S-09050;426;PAKISTAN;26;12
S-09050;228;MARROC;10;10
S-09050;;ALTRES;28;44
S-09052;108;ESPANYA;373;420
S-09052;;ALTRES;25;17
S-09052;345;ECUADOR;7;7
S-09052;104;BULGARIA;4;3
S-09052;341;BOLIVIA;3;5
S-09052;321;HONDURAS;3;6
S-09052;407;XINA;11;10
S-09053;341;BOLIVIA;8;6
S-09053;347;PARAGUAI;3;3
S-09053;345;ECUADOR;4;5
S-09053;228;MARROC;25;23
S-09053;407;XINA;6;5
S-09053;;ALTRES;38;41
S-09053;426;PAKISTAN;19;13
S-09053;108;ESPANYA;485;483
S-09054;108;ESPANYA;546;540
S-09054;345;ECUADOR;4;3
S-09054;228;MARROC;19;15
S-09054;407;XINA;6;4
S-09054;;ALTRES;16;20
S-09054;426;PAKISTAN;7;9
S-09057;;ALTRES;28;40
S-09057;341;BOLIVIA;6;4
S-09057;326;REP. DOMINICANA;3;4
S-09057;228;MARROC;12;12
S-09057;407;XINA;17;20
S-09057;108;ESPANYA;508;600
S-09057;426;PAKISTAN;20;6
S-09058;345;ECUADOR;4;4
S-09058;115;ITALIA;5;4
S-09058;139;GEORGIA;4;6
S-09058;348;PERU;3;4
S-09058;108;ESPANYA;629;642
S-09058;128;ROMANIA;8;3
S-09058;341;BOLIVIA;5;3
S-09058;;ALTRES;27;22
S-09059;341;BOLIVIA;3;3
S-09059;345;ECUADOR;7;9
S-09059;;ALTRES;20;14
S-09059;108;ESPANYA;456;503
S-09059;128;ROMANIA;4;5
S-09059;228;MARROC;23;23
S-09059;347;PARAGUAI;4;8
S-09059;139;GEORGIA;3;3
S-09059;407;XINA;9;7
