CODI_DIVISIO_TERRITORIAL;CDINE;NACIONALITAT;NRE_HOMES;NRE_DONES
S-09003;341;BOLIVIA;10;7
S-09004;426;PAKISTAN;375;179
S-09004;317;EL SALVADOR;3;3
S-09004;128;ROMANIA;10;13
S-09004;228;MARROC;30;20
S-09004;410;INDIA;18;4
S-09004;108;ESPANYA;707;625
S-09004;321;HONDURES;9;11
S-09004;;ALTRES;29;32
S-09005;341;BOLIVIA;7;5
S-09005;407;XINA;10;15
S-09005;139;GEORGIA;5;3
S-09005;;ALTRES;19;28
S-09005;154;RUSSIA;3;4
S-09005;410;INDIA;16;5
S-09005;317;EL SALVADOR;3;4
S-09005;228;MARROC;3;11
S-09005;108;ESPANYA;454;427
S-09005;426;PAKISTAN;78;31
S-09005;321;HONDURES;6;10
S-09006;228;MARROC;25;26
S-09006;;ALTRES;23;26
S-09006;345;EQUADOR;4;6
S-09006;426;PAKISTAN;306;121
S-09006;410;INDIA;7;5
S-09006;407;XINA;43;53
S-09006;343;COLOMBIA;3;3
S-09006;128;ROMANIA;9;5
S-09006;321;HONDURES;11;11
S-09006;347;PARAGUAI;3;7
S-09006;139;GEORGIA;3;3
S-09006;317;EL SALVADOR;4;5
S-09006;108;ESPANYA;521;550
S-09006;341;BOLIVIA;7;5
S-09008;108;ESPANYA;585;623
S-09008;228;MARROC;3;12
S-09008;426;PAKISTAN;63;57
S-09008;;ALTRES;28;30
S-09008;407;XINA;36;30
S-09009;407;XINA;29;32
S-09009;154;RUSSIA;4;3
S-09009;228;MARROC;7;9
S-09009;;ALTRES;23;26
S-09009;108;ESPANYA;403;474
S-09009;426;PAKISTAN;19;13
S-09010;426;PAKISTAN;4;6
S-09010;108;ESPANYA;506;523
S-09010;;ALTRES;10;19
S-09010;407;XINA;55;49
S-09011;426;PAKISTAN;43;24
S-09011;115;ITALIA;5;4
S-09011;228;MARROC;22;13
S-09011;407;XINA;28;21
S-09011;343;COLOMBIA;3;7
S-09011;108;ESPANYA;355;424
S-09011;410;INDIA;5;6
S-09011;148;ARMENIA;3;3
S-09011;;ALTRES;26;24
S-09012;135;UCRAINA;6;5
S-09012;426;PAKISTAN;52;25
S-09012;321;HONDURES;4;7
S-09012;213;EGIPTE;3;4
S-09012;228;MARROC;9;12
S-09012;;ALTRES;32;44
S-09012;108;ESPANYA;582;603
S-09012;154;RUSSIA;6;15
S-09012;341;BOLIVIA;7;8
S-09012;407;XINA;56;57
S-09012;128;ROMANIA;6;5
S-09012;410;INDIA;19;17
S-09012;351;VENEÇUELA;4;4
S-09012;317;EL SALVADOR;3;4
S-09013;426;PAKISTAN;12;6
S-09013;348;PERU;4;6
S-09013;;ALTRES;32;32
S-09013;407;XINA;6;5
S-09013;321;HONDURES;4;9
S-09013;108;ESPANYA;333;340
S-09014;321;HONDURES;8;21
S-09014;426;PAKISTAN;18;4
S-09014;108;ESPANYA;591;685
S-09014;343;COLOMBIA;3;9
S-09014;345;EQUADOR;11;7
S-09014;407;XINA;30;24
S-09014;;ALTRES;25;32
S-09014;351;VENEÇUELA;4;5
S-09014;228;MARROC;10;6
S-09014;341;BOLIVIA;3;3
S-09014;342;BRASIL;3;3
S-09014;323;NICARAGUA;4;3
S-09015;343;COLOMBIA;10;11
S-09015;342;BRASIL;4;3
S-09015;410;INDIA;12;4
S-09015;351;VENEÇUELA;3;5
S-09015;407;XINA;40;44
S-09015;154;RUSSIA;7;10
S-09015;321;HONDURES;8;15
S-09015;108;ESPANYA;665;714
S-09015;128;ROMANIA;3;4
S-09015;;ALTRES;20;40
S-09015;348;PERU;5;5
S-09015;148;ARMENIA;6;4
S-09015;426;PAKISTAN;66;45
S-09015;341;BOLIVIA;9;4
S-09015;345;EQUADOR;8;3
S-09015;228;MARROC;54;47
S-09016;407;XINA;7;3
S-09016;128;ROMANIA;3;3
S-09016;343;COLOMBIA;4;7
S-09016;;ALTRES;44;31
S-09016;426;PAKISTAN;15;13
S-09016;108;ESPANYA;692;750
S-09016;345;EQUADOR;4;3
S-09016;148;ARMENIA;9;6
S-09016;228;MARROC;18;15
S-09016;321;HONDURES;5;12
S-09017;342;BRASIL;5;6
S-09017;340;ARGENTINA;3;5
S-09017;228;MARROC;95;94
S-09017;410;INDIA;38;28
S-09017;407;XINA;21;27
S-09017;404;BANGLA DESH;30;14
S-09017;343;COLOMBIA;5;6
S-09017;108;ESPANYA;579;596
S-09017;426;PAKISTAN;108;56
S-09017;351;VENEÇUELA;4;7
S-09017;345;EQUADOR;8;15
S-09017;326;REPUBLICA DOMINICANA;4;5
S-09017;348;PERU;7;8
S-09017;234;NIGERIA;11;4
S-09017;;ALTRES;52;44
S-09017;341;BOLIVIA;7;6
S-09017;321;HONDURES;11;26
S-09017;128;ROMANIA;18;12
S-09018;;ALTRES;29;24
S-09018;342;BRASIL;3;3
S-09018;108;ESPANYA;694;767
S-09018;347;PARAGUAI;3;5
S-09018;426;PAKISTAN;29;16
S-09018;139;GEORGIA;4;5
S-09018;321;HONDURES;15;26
S-09018;407;XINA;5;7
S-09018;348;PERU;4;3
S-09018;343;COLOMBIA;9;5
S-09018;228;MARROC;20;24
S-09018;410;INDIA;15;4
S-09018;135;UCRAINA;9;10
S-09018;154;RUSSIA;8;10
S-09018;104;BULGARIA;3;4
S-09019;404;BANGLA DESH;15;9
S-09019;341;BOLIVIA;4;4
S-09019;410;INDIA;8;5
S-09019;351;VENEÇUELA;8;6
S-09019;115;ITALIA;5;5
S-09019;343;COLOMBIA;11;12
S-09019;108;ESPANYA;438;460
S-09019;135;UCRAINA;7;8
S-09019;239;SENEGAL;4;4
S-09019;228;MARROC;32;6
S-09019;345;EQUADOR;7;5
S-09019;426;PAKISTAN;46;34
S-09019;;ALTRES;30;29
S-09019;321;HONDURES;13;20
S-09019;348;PERU;11;4
S-09020;108;ESPANYA;273;293
S-09020;407;XINA;5;7
S-09020;;ALTRES;29;27
S-09021;321;HONDURES;13;25
S-09021;404;BANGLA DESH;4;4
S-09021;139;GEORGIA;4;4
S-09021;341;BOLIVIA;6;9
S-09021;154;RUSSIA;3;6
S-09021;426;PAKISTAN;69;35
S-09021;410;INDIA;18;11
S-09021;148;ARMENIA;3;3
S-09021;228;MARROC;33;34
S-09021;;ALTRES;40;40
S-09021;343;COLOMBIA;3;3
S-09021;347;PARAGUAI;4;4
S-09021;407;XINA;12;10
S-09021;348;PERU;7;15
S-09021;108;ESPANYA;610;622
S-09022;345;EQUADOR;4;7
S-09022;410;INDIA;9;6
S-09022;407;XINA;23;19
S-09022;139;GEORGIA;9;7
S-09022;426;PAKISTAN;19;13
S-09022;228;MARROC;24;21
S-09022;128;ROMANIA;3;4
S-09022;;ALTRES;35;35
S-09022;348;PERU;5;7
S-09022;321;HONDURES;4;8
S-09022;108;ESPANYA;548;573
S-09023;345;EQUADOR;4;3
S-09023;128;ROMANIA;4;3
S-09023;;ALTRES;39;38
S-09023;426;PAKISTAN;64;28
S-09023;407;XINA;13;13
S-09023;135;UCRAINA;5;4
S-09023;326;REPUBLICA DOMINICANA;13;4
S-09023;228;MARROC;29;27
S-09023;321;HONDURES;19;31
S-09023;343;COLOMBIA;9;4
S-09023;154;RUSSIA;3;4
S-09023;348;PERU;3;3
S-09023;139;GEORGIA;6;3
S-09023;108;ESPANYA;629;659
S-09024;426;PAKISTAN;106;47
S-09024;345;EQUADOR;6;4
S-09024;410;INDIA;5;3
S-09024;108;ESPANYA;766;791
S-09024;407;XINA;12;14
S-09024;;ALTRES;23;26
S-09024;128;ROMANIA;5;5
S-09024;341;BOLIVIA;5;4
S-09024;139;GEORGIA;5;3
S-09024;228;MARROC;24;20
S-09024;135;UCRAINA;13;7
S-09024;218;GUINEA;4;3
S-09024;321;HONDURES;6;20
S-09025;108;ESPANYA;486;538
S-09025;135;UCRAINA;5;5
S-09025;347;PARAGUAI;6;8
S-09025;128;ROMANIA;7;6
S-09025;410;INDIA;7;5
S-09025;348;PERU;5;4
S-09025;343;COLOMBIA;3;5
S-09025;321;HONDURES;14;18
S-09025;317;EL SALVADOR;4;4
S-09025;447;UZBEKISTAN;7;5
S-09025;154;RUSSIA;4;7
S-09025;341;BOLIVIA;4;5
S-09025;;ALTRES;20;21
S-09025;426;PAKISTAN;20;19
S-09025;228;MARROC;23;20
S-09025;407;XINA;8;7
S-09025;345;EQUADOR;9;7
S-09026;407;XINA;20;15
S-09026;426;PAKISTAN;20;21
S-09026;343;COLOMBIA;5;3
S-09026;321;HONDURES;11;10
S-09026;;ALTRES;21;31
S-09026;135;UCRAINA;3;3
S-09026;228;MARROC;17;18
S-09026;108;ESPANYA;489;549
S-09027;343;COLOMBIA;3;6
S-09027;321;HONDURES;6;3
S-09027;407;XINA;16;12
S-09027;135;UCRAINA;5;4
S-09027;137;MOLDAVIA;3;3
S-09027;228;MARROC;19;13
S-09027;345;EQUADOR;3;4
S-09027;;ALTRES;21;20
S-09027;426;PAKISTAN;27;12
S-09027;108;ESPANYA;379;388
S-09027;139;GEORGIA;7;8
S-09028;135;UCRAINA;7;7
S-09028;139;GEORGIA;5;4
S-09028;108;ESPANYA;920;895
S-09028;321;HONDURES;18;42
S-09028;228;MARROC;25;14
S-09028;351;VENEÇUELA;7;6
S-09028;317;EL SALVADOR;6;4
S-09028;128;ROMANIA;4;4
S-09028;326;REPUBLICA DOMINICANA;3;5
S-09028;426;PAKISTAN;39;17
S-09028;345;EQUADOR;5;11
S-09028;410;INDIA;11;3
S-09028;343;COLOMBIA;7;9
S-09028;154;RUSSIA;5;5
S-09028;234;NIGERIA;5;5
S-09028;;ALTRES;18;20
S-09028;348;PERU;6;3
S-09028;407;XINA;9;5
S-09030;407;XINA;76;63
S-09030;135;UCRAINA;3;5
S-09030;139;GEORGIA;3;4
S-09030;154;RUSSIA;7;8
S-09030;108;ESPANYA;737;718
S-09030;;ALTRES;39;41
S-09030;426;PAKISTAN;140;63
S-09030;348;PERU;3;9
S-09030;410;INDIA;9;8
S-09030;343;COLOMBIA;5;3
S-09030;115;ITALIA;12;12
S-09030;228;MARROC;14;7
S-09030;347;PARAGUAI;4;5
S-09030;340;ARGENTINA;4;3
S-09030;128;ROMANIA;7;9
S-09030;125;REGNE UNIT;6;3
S-09030;123;PORTUGAL;4;6
S-09030;326;REPUBLICA DOMINICANA;6;3
S-09030;110;FRANÇA;7;4
S-09030;345;EQUADOR;8;4
S-09031;115;ITALIA;4;4
S-09031;;ALTRES;18;17
S-09031;108;ESPANYA;394;442
S-09031;228;MARROC;11;11
S-09031;407;XINA;14;17
S-09032;426;PAKISTAN;33;15
S-09032;340;ARGENTINA;4;6
S-09032;348;PERU;4;3
S-09032;135;UCRAINA;10;5
S-09032;;ALTRES;50;33
S-09032;108;ESPANYA;358;388
S-09032;410;INDIA;6;4
S-09032;407;XINA;9;5
S-09032;321;HONDURES;8;17
S-09032;228;MARROC;62;51
S-09032;128;ROMANIA;9;6
S-09032;234;NIGERIA;6;5
S-09033;128;ROMANIA;6;5
S-09033;345;EQUADOR;4;4
S-09033;108;ESPANYA;638;641
S-09033;407;XINA;9;9
S-09033;343;COLOMBIA;4;4
S-09033;321;HONDURES;5;8
S-09033;344;XILE;3;4
S-09033;154;RUSSIA;6;4
S-09033;317;EL SALVADOR;7;6
S-09033;348;PERU;8;12
S-09033;426;PAKISTAN;20;4
S-09033;228;MARROC;21;21
S-09033;351;VENEÇUELA;3;5
S-09033;;ALTRES;24;31
S-09034;351;VENEÇUELA;4;4
S-09034;321;HONDURES;10;12
S-09034;154;RUSSIA;5;4
S-09034;341;BOLIVIA;3;3
S-09034;108;ESPANYA;740;801
S-09034;407;XINA;9;13
S-09034;;ALTRES;36;37
S-09034;426;PAKISTAN;15;3
S-09034;343;COLOMBIA;5;7
S-09034;228;MARROC;9;6
S-09035;426;PAKISTAN;77;34
S-09035;321;HONDURES;11;23
S-09035;108;ESPANYA;589;641
S-09035;407;XINA;16;14
S-09035;410;INDIA;26;9
S-09035;154;RUSSIA;5;9
S-09035;234;NIGERIA;5;4
S-09035;228;MARROC;8;11
S-09035;128;ROMANIA;6;4
S-09035;343;COLOMBIA;6;6
S-09035;;ALTRES;45;37
S-09036;426;PAKISTAN;31;12
S-09036;;ALTRES;17;20
S-09036;128;ROMANIA;8;8
S-09036;108;ESPANYA;497;533
S-09036;404;BANGLA DESH;7;4
S-09036;407;XINA;10;10
S-09036;410;INDIA;12;6
S-09036;321;HONDURES;8;19
S-09036;228;MARROC;11;16
S-09037;409;FILIPINES;3;3
S-09037;228;MARROC;114;77
S-09037;128;ROMANIA;22;11
S-09037;410;INDIA;11;8
S-09037;345;EQUADOR;10;3
S-09037;407;XINA;20;24
S-09037;234;NIGERIA;5;3
S-09037;218;GUINEA;4;3
S-09037;154;RUSSIA;3;7
S-09037;108;ESPANYA;419;426
S-09037;348;PERU;14;18
S-09037;139;GEORGIA;3;3
S-09037;239;SENEGAL;3;3
S-09037;321;HONDURES;15;18
S-09037;;ALTRES;54;47
S-09037;341;BOLIVIA;7;8
S-09037;343;COLOMBIA;19;23
S-09037;426;PAKISTAN;236;100
S-09038;407;XINA;47;40
S-09038;104;BULGARIA;3;3
S-09038;347;PARAGUAI;4;6
S-09038;341;BOLIVIA;20;15
S-09038;108;ESPANYA;506;527
S-09038;135;UCRAINA;5;6
S-09038;426;PAKISTAN;191;81
S-09038;342;BRASIL;3;6
S-09038;128;ROMANIA;10;10
S-09038;321;HONDURES;17;40
S-09038;351;VENEÇUELA;4;3
S-09038;345;EQUADOR;11;4
S-09038;348;PERU;5;8
S-09038;139;GEORGIA;14;12
S-09038;154;RUSSIA;5;3
S-09038;115;ITALIA;8;5
S-09038;343;COLOMBIA;7;3
S-09038;125;REGNE UNIT;3;5
S-09038;410;INDIA;31;19
S-09038;228;MARROC;51;34
S-09038;;ALTRES;44;21
S-09042;321;HONDURES;10;13
S-09042;228;MARROC;21;11
S-09042;426;PAKISTAN;243;110
S-09042;;ALTRES;29;28
S-09042;239;SENEGAL;12;3
S-09042;407;XINA;17;24
S-09042;108;ESPANYA;524;475
S-09043;348;PERU;7;5
S-09043;407;XINA;17;16
S-09043;228;MARROC;3;4
S-09043;426;PAKISTAN;15;10
S-09043;108;ESPANYA;697;791
S-09043;115;ITALIA;3;7
S-09043;;ALTRES;21;28
S-09044;228;MARROC;22;16
S-09044;108;ESPANYA;390;397
S-09044;426;PAKISTAN;35;19
S-09044;135;UCRAINA;4;5
S-09044;321;HONDURES;3;6
S-09044;407;XINA;28;24
S-09044;347;PARAGUAI;5;5
S-09044;;ALTRES;30;23
S-09044;343;COLOMBIA;5;6
S-09045;;ALTRES;26;26
S-09045;407;XINA;17;13
S-09045;426;PAKISTAN;27;13
S-09045;321;HONDURES;4;5
S-09045;348;PERU;5;7
S-09045;108;ESPANYA;660;720
S-09045;228;MARROC;24;9
S-09045;344;XILE;3;5
S-09045;345;EQUADOR;6;4
S-09045;410;INDIA;5;6
S-09047;321;HONDURES;6;7
S-09047;410;INDIA;3;4
S-09047;128;ROMANIA;4;5
S-09047;108;ESPANYA;419;448
S-09047;426;PAKISTAN;20;13
S-09047;317;EL SALVADOR;4;3
S-09047;228;MARROC;26;32
S-09047;404;BANGLA DESH;13;6
S-09047;407;XINA;16;17
S-09047;;ALTRES;28;32
S-09049;341;BOLIVIA;19;15
S-09049;108;ESPANYA;538;637
S-09049;139;GEORGIA;3;3
S-09049;407;XINA;17;15
S-09049;148;ARMENIA;8;11
S-09049;342;BRASIL;8;4
S-09049;343;COLOMBIA;10;10
S-09049;317;EL SALVADOR;4;5
S-09049;321;HONDURES;15;29
S-09049;228;MARROC;44;46
S-09049;326;REPUBLICA DOMINICANA;13;13
S-09049;135;UCRAINA;9;7
S-09049;426;PAKISTAN;65;34
S-09049;345;EQUADOR;11;6
S-09049;347;PARAGUAI;14;20
S-09049;;ALTRES;36;44
S-09052;410;INDIA;3;3
S-09052;345;EQUADOR;3;5
S-09052;407;XINA;14;8
S-09052;108;ESPANYA;371;410
S-09052;;ALTRES;23;15
S-09052;321;HONDURES;4;13
S-09053;407;XINA;7;6
S-09053;;ALTRES;51;40
S-09053;135;UCRAINA;5;4
S-09053;426;PAKISTAN;37;17
S-09053;340;ARGENTINA;4;5
S-09053;228;MARROC;12;14
S-09053;108;ESPANYA;494;468
S-09053;348;PERU;4;5
S-09053;345;EQUADOR;3;5
S-09054;108;ESPANYA;518;518
S-09054;;ALTRES;21;35
S-09054;407;XINA;12;12
S-09054;343;COLOMBIA;5;3
S-09054;228;MARROC;9;6
S-09057;326;REPUBLICA DOMINICANA;5;4
S-09057;228;MARROC;14;13
S-09057;404;BANGLA DESH;3;3
S-09057;407;XINA;36;28
S-09057;135;UCRAINA;3;5
S-09057;315;CUBA;4;5
S-09057;410;INDIA;3;3
S-09057;426;PAKISTAN;15;4
S-09057;108;ESPANYA;492;589
S-09057;343;COLOMBIA;7;3
S-09057;345;EQUADOR;8;5
S-09057;104;BULGARIA;3;4
S-09057;;ALTRES;25;23
S-09058;228;MARROC;9;3
S-09058;139;GEORGIA;3;8
S-09058;108;ESPANYA;586;627
S-09058;115;ITALIA;5;9
S-09058;407;XINA;9;11
S-09058;426;PAKISTAN;9;3
S-09058;;ALTRES;33;33
S-09058;135;UCRAINA;3;4
S-09059;341;BOLIVIA;3;6
S-09059;321;HONDURES;3;7
S-09059;108;ESPANYA;449;506
S-09059;139;GEORGIA;7;7
S-09059;228;MARROC;23;20
S-09059;407;XINA;24;21
S-09059;426;PAKISTAN;13;8
S-09059;;ALTRES;32;18
