CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-09035;410;INDIA;9;6
S-09036;321;HONDURAS;3;3
S-09036;108;ESPANYA;535;560
S-09036;350;URUGUAI;3;5
S-09036;;ALTRES;20;23
S-09036;228;MARROC;14;15
S-09036;407;XINA;9;7
S-09036;426;PAKISTAN;9;4
S-09037;410;INDIA;8;8
S-09037;407;XINA;22;16
S-09037;345;EQUADOR;7;10
S-09037;135;UCRAINA;5;3
S-09037;234;NIGERIA;7;5
S-09037;108;ESPANYA;389;410
S-09037;348;PERU;5;3
S-09037;341;BOLIVIA;11;19
S-09037;343;COLOMBIA;12;5
S-09037;228;MARROC;97;79
S-09037;227;MALI;7;3
S-09037;345;ECUADOR;7;4
S-09037;239;SENEGAL;4;3
S-09037;;ALTRES;28;39
S-09037;216;GAMBIA;8;4
S-09037;426;PAKISTAN;213;94
S-09037;128;ROMANIA;27;23
S-09038;347;PARAGUAI;4;8
S-09038;;ALTRES;45;55
S-09038;341;BOLIVIA;25;33
S-09038;108;ESPANYA;485;529
S-09038;128;ROMANIA;8;5
S-09038;410;INDIA;37;21
S-09038;348;PERU;6;6
S-09038;139;GEORGIA;6;3
S-09038;154;RUSIA;3;3
S-09038;154;RUSSIA;4;5
S-09038;345;EQUADOR;6;4
S-09038;345;ECUADOR;3;3
S-09038;228;MARROC;29;37
S-09038;407;XINA;47;49
S-09038;426;PAKISTAN;151;67
S-09042;228;MARROC;18;15
S-09042;426;PAKISTAN;270;85
S-09042;;ALTRES;37;32
S-09042;128;ROMANIA;8;13
S-09042;341;BOLIVIA;4;6
S-09042;108;ESPANYA;548;504
S-09043;426;PAKISTAN;28;14
S-09043;407;XINA;8;3
S-09043;;ALTRES;17;17
S-09043;108;ESPANYA;790;835
S-09044;128;ROMANIA;3;5
S-09044;426;PAKISTAN;16;11
S-09044;228;MARROC;19;14
S-09044;341;BOLIVIA;3;5
S-09044;108;ESPANYA;402;400
S-09044;407;XINA;6;11
S-09044;;ALTRES;29;21
S-09045;128;ROMANIA;3;5
S-09045;108;ESPANYA;698;727
S-09045;426;PAKISTAN;18;19
S-09045;;ALTRES;13;37
S-09045;228;MARROC;3;4
S-09045;407;XINA;12;11
S-09047;128;ROMANIA;3;4
S-09047;410;INDIA;5;7
S-09047;108;ESPANYA;429;438
S-09047;426;PAKISTAN;20;3
S-09047;234;NIGERIA;3;5
S-09047;345;EQUADOR;4;3
S-09047;404;BANGLA DESH;9;5
S-09047;407;XINA;8;8
S-09047;228;MARROC;23;22
S-09047;;ALTRES;24;31
S-09049;342;BRASIL;4;5
S-09049;343;COLOMBIA;4;4
S-09049;345;EQUADOR;4;3
S-09049;135;UCRAINA;8;7
S-09049;228;MARROC;59;57
S-09049;341;BOLIVIA;16;12
S-09049;;ALTRES;37;54
S-09049;426;PAKISTAN;19;14
S-09049;148;ARMENIA;13;10
S-09049;407;XINA;14;6
S-09049;108;ESPANYA;536;591
S-09049;321;HONDURAS;3;4
S-09050;108;ESPANYA;378;373
S-09050;407;XINA;4;4
S-09050;426;PAKISTAN;27;15
S-09050;228;MARROC;16;13
S-09050;;ALTRES;20;36
S-09052;345;EQUADOR;9;6
S-09052;407;XINA;9;7
S-09052;345;ECUADOR;5;3
S-09052;104;BULGARIA;4;4
S-09052;;ALTRES;17;16
S-09052;108;ESPANYA;373;426
S-09052;341;BOLIVIA;4;3
S-09053;426;PAKISTAN;19;14
S-09053;407;XINA;5;3
S-09053;;ALTRES;43;56
S-09053;108;ESPANYA;501;489
S-09053;228;MARROC;21;16
S-09054;407;XINA;7;8
S-09054;108;ESPANYA;555;534
S-09054;228;MARROC;15;13
S-09054;;ALTRES;21;23
S-09054;426;PAKISTAN;3;4
S-09057;407;XINA;14;15
S-09057;341;BOLIVIA;5;5
S-09057;115;ITALIA;4;3
S-09057;228;MARROC;11;13
S-09057;;ALTRES;29;32
S-09057;426;PAKISTAN;18;8
S-09057;108;ESPANYA;516;600
S-09058;139;GEORGIA;3;7
S-09058;115;ITALIA;5;3
S-09058;108;ESPANYA;621;644
S-09058;135;UCRAINA;4;6
S-09058;;ALTRES;27;21
S-09058;348;PERU;4;3
S-09058;128;ROMANIA;9;5
S-09059;139;GEORGIA;3;3
S-09059;347;PARAGUAI;4;7
S-09059;228;MARROC;19;22
S-09059;108;ESPANYA;463;520
S-09059;;ALTRES;17;18
S-09059;407;XINA;17;12
S-09059;128;ROMANIA;3;3
