CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-09033;228;MARROC;19;12
S-09033;108;ESPANYA;704;683
S-09033;;ALTRES;32;20
S-09033;128;ROMANIA;9;10
S-09033;348;PERU;4;7
S-09033;426;PAKISTAN;13;4
S-09034;407;XINA;5;6
S-09034;426;PAKISTAN;11;4
S-09034;228;MARROC;10;9
S-09034;;ALTRES;31;36
S-09034;108;ESPANYA;778;813
S-09034;404;BANGLA DESH;7;3
S-09035;115;ITALIA;4;4
S-09035;;ALTRES;29;36
S-09035;108;ESPANYA;622;659
S-09035;350;URUGUAI;3;4
S-09035;228;MARROC;10;14
S-09035;154;RUSSIA;3;3
S-09035;426;PAKISTAN;60;28
S-09035;341;BOLIVIA;5;5
S-09035;345;EQUADOR;4;8
S-09035;407;XINA;19;15
S-09035;410;INDIA;7;6
S-09035;234;NIGERIA;8;7
S-09036;407;XINA;13;10
S-09036;426;PAKISTAN;20;6
S-09036;108;ESPANYA;540;574
S-09036;321;HONDURES;7;10
S-09036;;ALTRES;15;17
S-09036;228;MARROC;12;14
S-09037;228;MARROC;102;66
S-09037;108;ESPANYA;388;394
S-09037;234;NIGERIA;5;5
S-09037;239;SENEGAL;3;3
S-09037;345;EQUADOR;16;12
S-09037;135;UCRAINA;5;4
S-09037;321;HONDURES;5;18
S-09037;216;GAMBIA;8;4
S-09037;407;XINA;18;9
S-09037;426;PAKISTAN;193;88
S-09037;;ALTRES;37;38
S-09037;343;COLOMBIA;11;5
S-09037;341;BOLIVIA;10;13
S-09037;227;MALI;5;3
S-09037;128;ROMANIA;20;17
S-09037;410;INDIA;17;9
S-09038;139;GEORGIA;9;4
S-09038;154;RUSSIA;7;9
S-09038;410;INDIA;34;18
S-09038;345;EQUADOR;11;6
S-09038;407;XINA;43;44
S-09038;228;MARROC;24;32
S-09038;347;PARAGUAI;7;13
S-09038;;ALTRES;39;31
S-09038;108;ESPANYA;504;518
S-09038;341;BOLIVIA;22;19
S-09038;426;PAKISTAN;172;80
S-09038;321;HONDURES;11;29
S-09038;128;ROMANIA;12;8
S-09038;348;PERU;7;9
S-09038;122;POLONIA;9;3
S-09042;426;PAKISTAN;279;79
S-09042;108;ESPANYA;531;491
S-09042;;ALTRES;32;28
S-09042;345;EQUADOR;4;4
S-09042;228;MARROC;25;19
S-09042;128;ROMANIA;8;13
S-09043;426;PAKISTAN;26;11
S-09043;;ALTRES;15;16
S-09043;115;ITALIA;3;5
S-09043;407;XINA;10;5
S-09043;108;ESPANYA;788;825
S-09044;128;ROMANIA;4;6
S-09044;407;XINA;20;17
S-09044;;ALTRES;26;17
S-09044;341;BOLIVIA;3;5
S-09044;228;MARROC;22;15
S-09044;108;ESPANYA;402;389
S-09044;426;PAKISTAN;19;10
S-09045;426;PAKISTAN;15;19
S-09045;108;ESPANYA;706;728
S-09045;;ALTRES;14;27
S-09045;228;MARROC;3;3
S-09045;407;XINA;8;11
S-09045;128;ROMANIA;3;6
S-09047;128;ROMANIA;5;4
S-09047;410;INDIA;5;7
S-09047;239;SENEGAL;7;4
S-09047;404;BANGLA DESH;13;8
S-09047;407;XINA;10;11
S-09047;;ALTRES;26;35
S-09047;228;MARROC;18;17
S-09047;108;ESPANYA;420;434
S-09047;426;PAKISTAN;19;3
S-09049;343;COLOMBIA;5;4
S-09049;424;NEPAL;4;5
S-09049;341;BOLIVIA;15;19
S-09049;345;EQUADOR;10;7
S-09049;148;ARMENIA;12;9
S-09049;;ALTRES;25;35
S-09049;407;XINA;14;8
S-09049;139;GEORGIA;3;3
S-09049;317;EL SALVADOR;3;7
S-09049;326;REPUBLICA DOMINICANA;5;12
S-09049;228;MARROC;58;56
S-09049;426;PAKISTAN;22;9
S-09049;135;UCRAINA;8;7
S-09049;108;ESPANYA;529;598
S-09049;321;HONDURES;6;22
S-09050;426;PAKISTAN;21;10
S-09050;;ALTRES;20;27
S-09050;148;ARMENIA;3;3
S-09050;407;XINA;4;3
S-09050;108;ESPANYA;375;377
S-09050;228;MARROC;17;19
S-09052;345;EQUADOR;10;8
S-09052;407;XINA;10;10
S-09052;228;MARROC;3;3
S-09052;321;HONDURES;3;8
S-09052;108;ESPANYA;364;432
S-09052;;ALTRES;16;8
S-09052;104;BULGARIA;3;3
S-09053;137;MOLDAVIA;3;4
S-09053;108;ESPANYA;494;488
S-09053;148;ARMENIA;3;3
S-09053;;ALTRES;40;45
S-09053;426;PAKISTAN;27;18
S-09053;321;HONDURES;3;9
S-09053;345;EQUADOR;5;4
S-09053;228;MARROC;19;15
S-09053;407;XINA;8;7
S-09054;108;ESPANYA;568;535
S-09054;128;ROMANIA;5;3
S-09054;228;MARROC;12;12
S-09054;;ALTRES;17;24
S-09054;426;PAKISTAN;3;4
S-09054;407;XINA;9;4
S-09057;228;MARROC;13;16
S-09057;;ALTRES;36;38
S-09057;341;BOLIVIA;3;4
S-09057;426;PAKISTAN;10;6
S-09057;407;XINA;19;16
S-09057;108;ESPANYA;521;585
S-09058;139;GEORGIA;4;4
S-09058;128;ROMANIA;3;3
S-09058;108;ESPANYA;614;645
S-09058;;ALTRES;31;31
S-09058;407;XINA;7;6
S-09059;341;BOLIVIA;4;6
S-09059;407;XINA;15;14
S-09059;345;EQUADOR;3;3
S-09059;108;ESPANYA;455;531
S-09059;;ALTRES;19;21
S-09059;426;PAKISTAN;12;5
S-09059;228;MARROC;19;19
