CODI_CARRER;CODI_CARRER_INE;SIGLA;NOM_OFICIAL;NOM_CURT;NRE_MIN;NRE_MAX
02910;0801502910;CARRE;Lloret de Mar;LLORET DE MAR;1;34
02860;0801502860;CARRE;Lluna;LLUNA;1;46
02835;0801502835;CARRE;Lola Anglada;LOLA ANGLADA;0;0
02840;0801502840;CARRE;Londres;LONDRES;1;32
02850;0801502850;CARRE;Lope de Vega;LOPE DE VEGA;0;11
02855;0801502855;CARRE;Louis Armstrong;LOUIS ARMSTRONG;1;18
02845;0801502845;CARRE;Luxemburg;LUXEMBURG;1;66
02930;0801502930;CARRE;Madoz;MADOZ;1;42
02940;0801502940;CARRE;Madrid;MADRID;0;16
02980;0801502980;CARRE;Magatzem;MAGATZEM;15;133
02989;0801502989;PSAJE;Maignon;MAIGNON;0;19
02990;0801502990;PL;Maignon;MAIGNON;0;18
03000;0801503000;CARRE;Màlaga;MALAGA;0;32
03010;0801503010;CARRE;Malgrat de Mar;MALGRAT DE MAR;1;8
03020;0801503020;CARRE;Mallorca;MALLORCA;1;30
03030;0801503030;CARRE;Manila;MANILA;1;15
03040;0801503040;CARRE;Manresà;MANRESA;0;49
03050;0801503050;CARRE;Manuel de Falla;MANUEL DE FALLA;1;27
09003;0801509003;CARRE;Manuel Fernández Márquez;MANUEL FDEZ MARQUEZ;0;93
03055;0801503055;CARRE;Manuel Moreno Mauricio;MANUEL MORENO MAURICIO;1;41
03060;0801503060;CARRE;Mar;MAR;1;136
09312;0801509312;PSAJE;Mar Adriàtica;MAR ADRIATICA;0;11
09314;0801509314;PSAJE;Mar d'Alborán;MAR D'ALBORAN;1;10
03062;0801503062;CARRE;Mar Egea;MAR EGEA;0;0
03063;0801503063;CARRE;Mar Jònica;MAR JONICA;0;9
03064;0801503064;CARRE;Mar Mediterrània;MAR MEDITERRANIA;0;0
03066;0801503066;CARRE;Mar Negra;MAR NEGRA;0;12
03068;0801503068;CARRE;Mar Tirrena;MAR TIRRENA;0;0
03070;0801503070;CARRE;Maragall;MARAGALL;1;67
03080;0801503080;PSAJE;Marconi;MARCONI;1;28
03085;0801503085;CARRE;Marcus Porcius;MARCUS PORCIUS;1;1
03750;0801503750;CARRE;Mare de Déu de Fàtima;MARE DE DEU FATIMA;3;15
03740;0801503740;PSAJE;Mare de Déu de la Cinta;M DE DEU DE LA CINTA;1;17
03760;0801503760;PSAJE;Mare de Déu de la Fuensanta;M DE DEU FUENSANTA;1;12
03775;0801503775;PSAJE;Mare de Déu de Lorda;MARE DE DEU DE LORDA;1;9999
03770;0801503770;CARRE;Mare de Déu de Lorda;MARE DE DEU DE LORDA;1;177
03790;0801503790;CARRE;Mare de Déu de Pompeia;MARE DE DEU DE POMPEIA;1;50
06600;0801506600;PSAJE;Mare de Déu del Pilar;MARE DE DEU PILAR;1;18
09311;0801509311;PASEO;Mare Nostrum;MARE NOSTRUM;0;53
03090;0801503090;AVGDA;Maresme;MARESME;2;228
06645;0801506645;CARRE;Margarida Xirgu;MARGARIDA XIRGU;1;77
09300;0801509300;PL;Maria Aurèlia Capmany;MARIA AURELIA CAPMANY;1;2
03100;0801503100;CARRE;Maria Auxiliadora;MARIA AUXILIADORA;0;196
03130;0801503130;CARRE;Marià Benlliure;MARIA BENLLIURE;1;154
03135;0801503135;CARRE;Maria Callas;MARIA CALLAS;1;18
03110;0801503110;CARRE;Maria Cristina;MARIA CRISTINA;1;18
03120;0801503120;CARRE;Maria Ward;MARIA WARD;1;9998
03140;0801503140;CARRE;Marina;MARINA;1;78
03145;0801503145;PL;Marinada;MARINADA;1;5
03150;0801503150;CARRE;Mariscal Cabanes;MARISCAL CABANES;1;58
03215;0801503215;PASEO;Marítim;MARITIM;1;27
03170;0801503170;AVGDA;Marquès de Mont-roig;MARQUES DE MONTROIG;0;267
03180;0801503180;AVGDA;Marquès de Sant Mori;MARQUES DE SANT MORI;1;279
02720;0801502720;CARRE;Martí i Julià;MARTI I JULIA;1;82
03200;0801503200;AVGDA;Martí Pujol;MARTI PUJOL;1;735
03220;0801503220;CARRE;Martorell;MARTORELL;1;13
03230;0801503230;CARRE;Mas Felip;MAS FELIP;18;9999
09006;0801509006;;Mas Jornet;MAS JORNET;0;128
00967;0801500967;CAMI;Mas Oliver;MAS OLIVER;80;83
08370;0801508370;;Mas Pujol;MAS PUJOL;0;93
09009;0801509009;CARRE;Mas Pujol;MAS PUJOL;1;41
03260;0801503260;AVGDA;Mas Ram;MAS-RAM;2;19
03225;0801503225;CARRE;Matagalls;MATAGALLS;1;48
03210;0801503210;RIERA;Matamoros;MATAMOROS;1;131
03280;0801503280;CTRA;Mataró;MATARO;0;127
01620;0801501620;PL;Medicina;MEDICINA;1;6
01110;0801501110;CTRA;Mena;MENA;1;68
03300;0801503300;CARRE;Mendelssohn;MENDELSSHON;1;29
03310;0801503310;CARRE;Méndez Núñez;MENDEZ NUÑEZ;1;56
03320;0801503320;CARRE;Menéndez y Pelayo;MENENDEZ I PELAYO;1;9999
03335;0801503335;PSAJE;Meranges;MERANGES;1;14
07050;0801507050;;Mercat La Salut;MERCAT LA SALUT;1;999
07060;0801507060;;Mercat Llefia;MERCAT LLEFIA;1;999
07080;0801507080;;Mercat Maignon;MERCAT MAIGNON;1;999
07140;0801507140;;Mercat Pomar;MERCAT POMAR;1;999
07130;0801507130;;Mercat Sant Roc;MERCAT SANT ROC;1;999
07090;0801507090;;Mercat Torner;MERCAT TORNER;1;999
03350;0801503350;CARRE;Mercè;MERCE;1;94
03360;0801503360;CARRE;Mercuri;MERCURI;1;9999
03240;0801503240;CAMI;Messenuc;MASANUC;1;55
02970;0801502970;CARRE;Mestre Antoni Nicolau;MESTRE ANTONI NICOLAU;0;57
02960;0801502960;CARRE;Mestre Lluís Millet;MESTRE LLUIS MILLET;1;26
09075;0801509075;CARRE;Mestre Pich Santasusana;MESTRE PICH I SANTASUSANA;1;16
03372;0801503372;CAMI;Mig;MIG;0;0
03365;0801503365;CARRE;Migjorn;MIGJORN;0;115
03375;0801503375;CARRE;Miguel Hernández;MIGUEL HERNANDEZ;1;14
03410;0801503410;CARRE;Milà;MILA;1;116
03390;0801503390;CARRE;Milà i Fontanals;MILA I FONTANALS;17;53
03400;0801503400;PSAJE;Milà i Fontanals;MILA I FONTANALS;1;27
03420;0801503420;CARRE;Mina;MINA;1;24
03415;0801503415;CARRE;Minerva;MINERVA;0;0
03370;0801503370;CARRE;Miquel del Prat;MIQUEL DEL PRAT;0;49
03380;0801503380;CARRE;Miquel Servet;MIQUEL SERVET;143;280
03430;0801503430;PASEO;Miranda;MIRANDA;2;28
03440;0801503440;CARRE;Mistral;MISTRAL;0;9999
03445;0801503445;PSAJE;Moixeró;MOIXERO;1;14
03450;0801503450;PSAJE;Moixó;MOIXO;1;28
03460;0801503460;CARRE;Molí de la Torre;MOLI DE LA TORRE;0;203
03470;0801503470;AVGDA;Mònaco;MONACO;1;52
03490;0801503490;CARRE;Monges;MONGES;2;9998
03480;0801503480;CARRE;Monistrol de Montserrat;MONISTROL DE MONTSERRAT;1;14
03500;0801503500;CARRE;Montalegre;MONTALEGRE;1;44
03505;0801503505;RIERA;Montalegre;MONTALEGRE;0;50
03555;0801503555;TRSSI;Montigalà;MONTIGALA;0;87
03530;0801503530;CARRE;Montjuïc;MONTJUIC;1;31
03540;0801503540;CARRE;Montseny;MONTSENY;1;31
03550;0801503550;CARRE;Montserrat;MONTSERRAT;1;136
03560;0801503560;CARRE;Monturiol;MONTURIOL;0;18
04360;0801504360;AVGDA;Morera;MORERA;1;130
03570;0801503570;CARRE;Moreres;MORERES;1;13
03590;0801503590;PSAJE;Morralla;MORRALLA;0;16
03580;0801503580;AVGDA;Morralla;MORRALLA;0;49
04690;0801504690;CARRE;Mossèn Anton;MOSSEN ANTON;1;97
04090;0801504090;PL;Mossèn Joan Baranera;MOSSEN J BARANERA;0;0
03610;0801503610;CARRE;Motril;MOTRIL;1;19
03620;0801503620;CARRE;Mozart;MOZART;1;93
03630;0801503630;CARRE;Muntaner;MUNTANER;0;128
03510;0801503510;CARRE;Muntanya;MUNTANYA;1;57
03640;0801503640;CARRE;Múrcia;MURCIA;0;7
03650;0801503650;CARRE;Murillo;MURILLO;1;37
04490;0801504490;CARRE;Museu;MUSEU;1;43
03660;0801503660;CARRE;Nàpols;NAPOLS;1;52
03700;0801503700;CARRE;Natzaret;NATZARET;1;9999
03670;0801503670;AVGDA;Navarra;NAVARRA;0;14
03690;0801503690;CARRE;Navata;NAVATA;0;80
09095;0801509095;CARRE;Nelson Mandela;NELSON MANDELA;1;30
03712;0801503712;CARRE;Niça;NIÇA;0;0
09941;0801509941;MOLL;Nord;NORD;1;999
03800;0801503800;CARRE;Nou Cases;NOU CASES;0;192
03805;0801503805;CARRE;Nova Cançó;NOVA CANÇO;0;7
03810;0801503810;CARRE;Numància;NUMANCIA;1;29
03820;0801503820;CARRE;Núria;NURIA;1;53
03845;0801503845;CARRE;Occitània;OCCITANIA;0;111
03850;0801503850;CARRE;Oceania;OCEANIA;1;94
03860;0801503860;CARRE;Olesa de Montserrat;OLESA DE MONTSERRAT;1;15
03870;0801503870;PL;Oli;OLI;1;16
03880;0801503880;CARRE;Olivera;OLIVERA;1;10
03890;0801503890;CARRE;Olivera de Sistrells;OLIVERA DE SISTRELLS;1;134
03895;0801503895;PASEO;Olof Palme;OLOF PALME;1;36
03900;0801503900;CARRE;Om;OM;1;11
03905;0801503905;ZONA;Omd_1;OMD_1;0;0
03730;0801503730;CARRE;Onze de Setembre;ONZE DE SETEMBRE;0;21
03920;0801503920;CARRE;Orient;ORIENT;0;34
03930;0801503930;CARRE;Orió;ORIO;1;60
02390;0801502390;CARRE;Osca;OSCA;1;21
03940;0801503940;CARRE;Otger;OTGER;1;65
04590;0801504590;CARRE;Pablo Iglesias;PABLO IGLESIAS;1;28
03980;0801503980;CARRE;Palafrugell;PALAFRUGELL;1;1
03990;0801503990;CARRE;Palamós;PALAMOS;1;19
04020;0801504020;CARRE;Pallaresa;PALLARESA;0;49
04000;0801504000;CARRE;Palmeres;PALMERES;1;26
04015;0801504015;CARRE;Paquita Borràs;PAQUITA BORRAS;0;0
04030;0801504030;CARRE;Paradís;PARADIS;1;15
05150;0801505150;CARRE;Pare Claret;PARE CLARET;5;7
04040;0801504040;CARRE;Parets del Vallès;PARETS DEL VALLES;2;4
04050;0801504050;CARRE;París;PARIS;1;49
03995;0801503995;PL;Patí de Vela;PATI DE VELA;1;2
04100;0801504100;CARRE;Pau;PAU;1;45
05610;0801505610;PL;Pau Casals;PAU CASALS;0;1
00920;0801500920;CARRE;Pau Claris;PAU CLARIS;0;15
04265;0801504265;CARRE;Pau Picasso;PAU PICASSO;2;60
03950;0801503950;CARRE;Pau Piferrer;PAU PIFERRER;1;144
03953;0801503953;CARRE;Pau Rodon;PAU RODON;0;0
03956;0801503956;CARRE;Pau Vila;PAU VILA;1;20
04115;0801504115;CARRE;Pedraforca;PEDRAFORCA;0;47
04120;0801504120;CARRE;Pedrera;PEDRERA;1;11
04130;0801504130;CARRE;Pedro Antonio de Alarcón;PEDRO ANTONIO DE ALARCON;1;33
03970;0801503970;PSAJE;Peius Gener;PEIUS GENER;1;18
04160;0801504160;CAMI;Pelleria;PELLERIA;0;0
04170;0801504170;PL;Pep Ventura;PEP VENTURA;1;34
04150;0801504150;CARRE;Pere III;PERE III;1;49
04140;0801504140;CARRE;Pere Martell;PERE MARTELL;1;257
04180;0801504180;CARRE;Pérez Galdós;PEREZ GALDOS;1;94
04190;0801504190;CARRE;Perú;PERU;1;30
04200;0801504200;CARRE;Pi i Gibert;PI I GIBERT;1;61
04210;0801504210;CARRE;Pi i Margall;PI I MARGALL;0;88
04220;0801504220;CARRE;Pietat;PIETAT;1;29
04230;0801504230;CARRE;Pineda;PINEDA;1;5
04240;0801504240;PASEO;Pins;PINS;1;19
04245;0801504245;ZONA;Pins-Tanger;PINS-TANGER;0;0
04250;0801504250;CARRE;Pintor Brunet;PINTOR BRUNET;1;9
04260;0801504260;CARRE;Pintor Mir;PINTOR MIR;1;15
04268;0801504268;CARRE;Pintor Ribera;PINTOR RIBERA;0;0
04270;0801504270;CARRE;Pintor Rosales;PINTOR ROSALES;1;34
04280;0801504280;CARRE;Pintor Sorolla;PINTOR SOROLLA;1;50
04300;0801504300;CARRE;Pirineus;PIRINEUS;1;84
04290;0801504290;AVGDA;Pius XII;PIUS XII;0;115
09007;0801509007;;Pla del campament;PLA DEL CAMPAMENT;0;0
04340;0801504340;CARRE;Plaça;PLAÇA;1;14
00840;0801500840;PL;Plana;PLANA;0;0
00845;0801500845;PSAJE;Plana;PLANA;1;34
04310;0801504310;CARRE;Planes d'en Sunyol;PLANES D'EN SUNYOL;1;30
03190;0801503190;CARRE;Planeta Mart;PLANETA MART;1;22
09207;0801509207;CARRE;Plàstic;PLASTIC;1;24
04320;0801504320;CARRE;Plàtans;PLATANS;1;19
04330;0801504330;CARRE;Platja;PLATJA;1;18
04335;0801504335;ZONA;Platja-Iris;PLATJA-IRIS;0;0
04380;0801504380;PL;Pomar;POMAR;0;0
04385;0801504385;RIERA;Pomar;POMAR;1;16
04370;0801504370;CTRA;Pomar;POMAR;0;42
04375;0801504375;AVGDA;Pomar;POMAR;0;0
04390;0801504390;CARRE;Pomar de Baix;POMAR DE BAIX;2;82
04401;0801504401;BARRI;Pomar de Dalt;POMAR DE DALT;0;0
04410;0801504410;CARRE;Pompeu Fabra;POMPEU FABRA;1;73
04420;0801504420;CARRE;Ponent;PONENT;1;185
04430;0801504430;PASEO;Pont;PONT;1;19
04440;0801504440;CARRE;Porvenir;PORVENIR;0;62
06400;0801506400;AVGDA;Prat de la Riba;PRAT DE LA RIBA;1;97
04450;0801504450;CARRE;Premià de Mar;PREMIA DE MAR;1;8
00870;0801500870;AVGDA;President Lluís Companys;PRESIDENT COMPANYS;1;272
04460;0801504460;CARRE;Prim;PRIM;1;217
04480;0801504480;CARRE;Primavera;PRIMAVERA;0;69
01170;0801501170;AVGDA;Primer de Maig;PRIMER DE MAIG;0;20
04500;0801504500;CARRE;Príncep d'Astúries;PRINCEP D'ASTURIES;1;44
04510;0801504510;CARRE;Príncep de Bergara;PRINCEP DE BERGARA;1;49
04520;0801504520;CARRE;Progrés;PROGRES;1;415
04525;0801504525;CARRE;Provença;PROVENÇA;0;0
04530;0801504530;CARRE;Providència;PROVIDENCIA;0;183
04540;0801504540;AVGDA;Puigfred;PUIGFRED;2;48
04550;0801504550;CARRE;Puigmal;PUIGMAL;1;55
03520;0801503520;CARRE;Puigsacalm;PUIGSACALM;1;48
04560;0801504560;CARRE;Pujol;PUJOL;1;37
04570;0801504570;CARRE;Quevedo;QUEVEDO;1;100
09943;0801509943;MOLL;Quimet Costa;QUIMET COSTA;1;999
04580;0801504580;CARRE;Quintana Alta;QUINTANA ALTA;1;61
04585;0801504585;ZONA;Quiosc-Andes;QUIOSC-ANDES;0;0
06040;0801506040;CARRE;Rafael Casanova;RAFAEL DE CASANOVAS;1;87
01180;0801501180;PASEO;Rambla;RAMBLA;0;37
04600;0801504600;CARRE;Ramiro de Maeztu;RAMIRO DE MAEZTU;0;68
04605;0801504605;CARRE;Ramon Casas;RAMON CASAS;1;36
04615;0801504615;CARRE;Ramon Llull;RAMON LLULL;0;52
04607;0801504607;CARRE;Ramon Martí i Alsina;RAMON MARTI I ALSINA;1;58
09937;0801509937;CARRE;Ramon Rubial;RAMON RUBIAL;2;8
04610;0801504610;CARRE;Ramón y Cajal;RAMON I CAJAL;1;20
04630;0801504630;CARRE;Rector;RECTOR;1;99
04070;0801504070;PL;Rector Rifé;RECTOR RIFE;3;3
04640;0801504640;CARRE;Reina Elisenda;REINA ELISENDA;1;47
04645;0801504645;ZONA;Renfe;RENFE;0;0
04650;0801504650;CARRE;República Argentina;REPUBLICA ARGENTINA;1;112
04660;0801504660;CARRE;República Portuguesa;REPUBLICA PORTUGUESA;1;59
09023;0801509023;;Res minusvalids psiq;RES MINUSVALIDS PSIQ;0;0
09022;0801509022;;Residencia Trias i P;RESIDENCIA TRIAS I P;0;0
04680;0801504680;CARRE;Reus;REUS;1;23
04710;0801504710;CARRE;Ribas i Perdigó;RIBAS I PERDIGO;0;53
09945;0801509945;MOLL;Ribera;RIBERA;1;999
04720;0801504720;CARRE;Richard Strauss;RICARD STRAUSS;2;68
04830;0801504830;CARRE;Ripoll;RIPOLL;1;29
04735;0801504735;PSAJE;Riu Congost;RIU CONGOST;1;32
04739;0801504739;PSAJE;Riu Ebre;RIU EBRE;1;9
04750;0801504750;PSAJE;Riu Francolí;RIU FRANCOLI;1;6
04760;0801504760;PSAJE;Riu Freser;RIU FRESSER;1;12
04780;0801504780;PSAJE;Riu Llobregat;RIU LLOBREGAT;1;19
04785;0801504785;PSAJE;Riu Mogent;RIU MOGENT;0;9
08310;0801508310;PL;Riu Muga;RIU MUGA;1;16
04790;0801504790;PSAJE;Riu Noguera;RIU NOGUERA;1;8
04800;0801504800;PSAJE;Riu Onyar;RIU ONYAR;1;7
04810;0801504810;PSAJE;Riu Segre;RIU SEGRE;1;10
04820;0801504820;PSAJE;Riu Ter;RIU TER;1;20
04825;0801504825;PSAJE;Riu Tordera;RIU TORDERA;0;0
04850;0801504850;CARRE;Rius i Taulet;RIUS I TAULET;1;51
04860;0801504860;CARRE;Rivero;RIVERO;0;86
04870;0801504870;PL;Roca i Pi;ROCA I PI;0;12
04880;0801504880;PSAJE;Rodó;RODO;0;20
04890;0801504890;CARRE;Rodrigo Caro;RODRIGO CARO;64;102
04900;0801504900;CARRE;Roger de Flor;ROGER DE FLOR;1;175
04910;0801504910;CARRE;Roger de Llúria;ROGER DE LLURIA;0;24
04915;0801504915;PL;Roja;ROJA;0;0
04920;0801504920;AVGDA;Roma;ROMA;1;54
04930;0801504930;CARRE;Roncesvalls;RONCESVALLES;1;20
04940;0801504940;AVGDA;Ros i Güell;ROS I GUELL;1;57
04950;0801504950;PSAJE;Ros i Güell;ROS I GUELL;1;4
04985;0801504985;PL;Rosa dels Vents;ROSA DELS VENTS;1;9999
04935;0801504935;CARRE;Rosella;ROSELLA;0;12
04960;0801504960;CARRE;Rosselló;ROSSELLO;1;12
04965;0801504965;CARRE;Rossini;ROSSINI;0;9999
04065;0801504065;ZONA;Roulotte Pomar;ROULOTTE POMAR;0;0
04970;0801504970;CARRE;Roure;ROURE;1;13
04980;0801504980;CARRE;Rubén Darío;RUBEN DARIO;1;27
04990;0801504990;CARRE;Rubí;RUBI;1;6
05000;0801505000;CARRE;Rubió i Ors;RUBIO I ORS;1;25
05010;0801505010;CARRE;Ruperto Chapí;RUPERTO CHAPI;0;59
05020;0801505020;AVGDA;Sabadell;SABADELL;1;3
05030;0801505030;CARRE;S'Agaró;S'AGARO;1;41
05040;0801505040;CARRE;Sagrada Família;SAGRADA FAMILIA;1;70
05050;0801505050;CARRE;Sagunt;SAGUNT;0;156
05075;0801505075;PSAJE;Sallagosa;SALLAGOSA;1;14
05080;0801505080;CARRE;Sallent;SALLENT;1;5
05060;0801505060;CARRE;Salou;SALOU;0;5
01450;0801501450;PASEO;Salut;SALUT;2;118
08362;0801508362;AVGDA;Salvador Espriu;SALVADOR ESPRIU;0;28
04010;0801504010;CARRE;Salvador Seguí 'el Noi del Sucre';SALVADOR SEGUI;1;26
05070;0801505070;CARRE;Salze;SALZE;1;14
05090;0801505090;PSAJE;Sampere;SAMPERE;1;36
05630;0801505630;AVGDA;Sanatori;SANATORI;0;0
05100;0801505100;CARRE;Sant Agustí;SANT AGUSTI;1;17
05111;0801505111;CARRE;Sant Anastasi;SANT ANASTASI;1;75
05132;0801505132;COL;Sant Antoni;SANT ANTONI;0;71
05130;0801505130;CARRE;Sant Antoni Abat;SANT ANTONI ABAT;1;30
05140;0801505140;RONDA;Sant Antoni de Llefià;SANT ANTONI LLEFIA;0;131
05160;0801505160;CARRE;Sant Antoni de Pàdua;SANT ANTONI DE PADUA;1;4
05170;0801505170;CARRE;Sant Bartomeu;SANT BERTOMEU;1;26
05180;0801505180;CARRE;Sant Bru;SANT BRU;1;295
05190;0801505190;CARRE;Sant Carles;SANT CARLES;1;28
05200;0801505200;CARRE;Sant Cebrià;SANT CEBRIA;0;25
05760;0801505760;CARRE;Sant Domènec;SANT DOMENEC;1;45
05230;0801505230;PSAJE;Sant Elies;SANT ELIES;0;20
05250;0801505250;CARRE;Sant Felip i de Rosés;SANT FELIP DE ROSES;1;120
05260;0801505260;CARRE;Sant Feliu de Llobregat;SANT FELIU DE LLOBREGAT;1;24
05270;0801505270;CARRE;Sant Fermí;SANT FERMI;0;24
05280;0801505280;CARRE;Sant Francesc d'Assís;SANT FRANCESC D'ASSIS;1;67
05290;0801505290;CARRE;Sant Francesc de Paula;SANT FRANCESC DE PAULA;0;14
05240;0801505240;CARRE;Sant Frederic;SANT FREDERIC;0;33
05300;0801505300;CARRE;Sant Gonçal;SANT GONÇAL;1;53
05310;0801505310;CARRE;Sant Gregori;SANT GREGORI;1;10
05320;0801505320;CARRE;Sant Hilari Sacalm;SANT HILARI SACALM;1;40
05330;0801505330;AVGDA;Sant Ignasi de Loiola;SANT IGNASI LOIOLA;0;150
05340;0801505340;CARRE;Sant Isidre;SANT ISIDRE;1;94
09019;0801509019;COL;Sant Jaume;SANT JAUME;91;91
05350;0801505350;CARRE;Sant Jaume;SANT JAUME;1;26
05360;0801505360;RIERA;Sant Jeroni;SANT JERONI;0;4
09105;0801509105;TRSSI;Sant Jeroni;SANT JERONI;1;17
05355;0801505355;CAMI;Sant Jeroni de la Murtra;SANT JERONI DE LA MURTRA;0;58
08460;0801508460;;Sant Jeroni de la Murtra;SANT JERONI DE LA MURTRA;0;0
05440;0801505440;RBLA;Sant Joan;SANT JOAN;1;364
05430;0801505430;CARRE;Sant Joan;SANT JOAN;1;9999
05450;0801505450;CARRE;Sant Joan de la Creu;SANT JOAN DE LA CREU;0;153
05460;0801505460;CARRE;Sant Joan Evangelista;SANT JOAN EVANGELISTA;0;22
05370;0801505370;CARRE;Sant Joaquim;SANT JOAQUIM;1;54
05380;0801505380;CARRE;Sant Jordi;SANT JORDI;1;15
05390;0801505390;PSAJE;Sant Jordi;SANT JORDI;1;21
05400;0801505400;CARRE;Sant Josep;SANT JOSEP;1;41
05420;0801505420;CARRE;Sant Josep i de Rosés;SANT JOSEP I DE ROSES;0;64
05410;0801505410;CARRE;Sant Josep Oriol;SANT JOSEP ORIOL;1;63
05470;0801505470;CARRE;Sant Llorenç;SANT LLORENÇ;1;58
05480;0801505480;CARRE;Sant Lluc;SANT LLUC;0;152
05490;0801505490;CARRE;Sant Lluís;SANT LLUIS;1;26
05500;0801505500;CARRE;Sant Marc;SANT MARC;1;23
05510;0801505510;CARRE;Sant Mateu;SANT MATEU;0;15
05520;0801505520;CARRE;Sant Miquel;SANT MIQUEL;1;60
05540;0801505540;CARRE;Sant Pancraç;SANT PANCRAÇ;2;12
05530;0801505530;CARRE;Sant Pau;SANT PAU;1;108
05550;0801505550;CARRE;Sant Pere;SANT PERE;1;999
05555;0801505555;ZONA;Sant Pere voltants num. 81;SANT PERE VOLTANTS NUM. 81;0;0
05560;0801505560;CARRE;Sant Rafael;SANT RAFAEL;1;71
05570;0801505570;CARRE;Sant Ramon;SANT RAMON;0;52
05580;0801505580;PL;Sant Roc;SANT ROC;1;41
05590;0801505590;AVGDA;Sant Salvador;SANT SALVADOR;1;111
05600;0801505600;CARRE;Sant Sebastià;SANT SEBASTIA;1;56
05620;0801505620;CARRE;Sant Vicenç;SANT VICENÇ;1;42
05640;0801505640;CARRE;Santa Anna;SANTA ANNA;1;61
05650;0801505650;CARRE;Santa Bàrbara;SANTA BARBARA;1;133
05660;0801505660;CTRA;Santa Coloma;SANTA COLOMA;1;104
05670;0801505670;CARRE;Santa Eulàlia;SANTA EULALIA;0;0
05680;0801505680;PSAJE;Santa Isabel;SANTA ISABEL;1;17
05690;0801505690;CARRE;Santa Joana Lestonnac;SANTA JOANA DE LESTONNAC;1;15
05700;0801505700;CARRE;Santa Madrona;SANTA MADRONA;0;160
05720;0801505720;CRO;Santa Maria;SANTA MARIA;0;51
05710;0801505710;CARRE;Santa Maria;SANTA MARIA;1;232
05730;0801505730;CARRE;Santa Teresa;SANTA TERESA;1;30
05740;0801505740;CARRE;Santiago;SANTIAGO;1;90
05750;0801505750;CARRE;Santiago Rusiñol;SANTIAGO RUSIÑOL;1;177
06670;0801506670;CARRE;Saragossa;SARAGOSSA;1;111
05770;0801505770;CARRE;Sardana;SARDANA;0;44
01220;0801501220;CARRE;Sardenya;SARDENYA;0;63
05780;0801505780;CARRE;Saturn;SATURN;1;57
05785;0801505785;CARRE;Sega;SEGA;1;31
02750;0801502750;CARRE;Selva;SELVA;1;40
05795;0801505795;CARRE;Sembra;SEMBRA;1;37
05792;0801505792;CARRE;Sèneca;SENECA;2;28
00020;0801500020;CARRE;Sèquia;SEQUIA;1;31
04080;0801504080;PQUE;Serentill;SERENTILL;0;0
05810;0801505810;CARRE;Serra de Daró;SERRA DE DARO;0;36
05800;0801505800;CARRE;Seu d'Urgell;SEU D'URGELL;1;83
05820;0801505820;PSAJE;Severo Catalina;SEVERO CATALINA;1;8
05830;0801505830;CARRE;Sevilla;SEVILLA;1;88
05840;0801505840;CARRE;Sicília;SICILIA;1;106
05850;0801505850;CARRE;Simancas;SIMANCAS;0;92
06630;0801506630;CARRE;Simó Piera;SIMO PIERA;1;28
05860;0801505860;CARRE;Sírius;SIRIUS;1;31
05880;0801505880;CARRE;Sitges;SITGES;0;19
05890;0801505890;PSAJE;Sobrarb;SOBRARBE;1;10
05910;0801505910;CARRE;Soledat;SOLEDAT;1;20
05920;0801505920;PSAJE;Soler i Biosca;SOLER I BIOSCA;1;25
09027;0801509027;RBLA;Solidaritat;SOLIDARITAT;1;51
05930;0801505930;CARRE;Solsona;SOLSONA;1;73
05935;0801505935;CARRE;Suïssa;SUISSA;1;37
05940;0801505940;CARRE;Súria;SURIA;1;52
05950;0801505950;CARRE;Tamariu;TAMARIU;1;34
05960;0801505960;CARRE;Tànger;TANGER;0;74
05955;0801505955;CARRE;Tanit;TANIT;0;24
05965;0801505965;CARRE;Tardor;TARDOR;0;28
05970;0801505970;PASEO;Tarongers;TARONGERS;2;22
05980;0801505980;CARRE;Tarragona;TARRAGONA;1;28
06065;0801506065;CARRE;Tècnica;TECNICA;0;17
06070;0801506070;CARRE;Tei;TEI;1;13
06080;0801506080;CARRE;Teià;TEIA;1;27
06000;0801506000;CARRE;Teide;TEIDE;0;20
06005;0801506005;CARRE;Teixidores;TEIXIDORES;1;30
06010;0801506010;CARRE;Temple;TEMPLE;1;43
06050;0801506050;CARRE;Termes romanes;TERMES ROMANES;0;12
06060;0801506060;CARRE;Terol;TEROL;1;17
05990;0801505990;AVGDA;Terrassa;TERRASSA;1;7
06100;0801506100;CTRA;Tiana;TIANA;0;0
06090;0801506090;CARRE;Tiana;TIANA;1;12
06110;0801506110;CARRE;Tibidabo;TIBIDABO;2;15
02950;0801502950;CARRE;Tomás Bretón;MESTRE BRETON;1;22
06140;0801506140;CARRE;Torí;TORI;0;38
06150;0801506150;CARRE;Torner;TORNER;0;39
06170;0801506170;CARRE;Torras i Bages;TORRAS I BAGES;99;158
06180;0801506180;PSAJE;Torre;TORRE;1;16
08150;0801508150;;Torre Codina;TORRE CODINA;0;72
08275;0801508275;;Torre Riera;TORRE RIERA;0;0
06190;0801506190;CARRE;Torrebadal;TORREBADAL;1;31
06220;0801506220;CARRE;Torrent de la Batllòria;TORRENT BATLLORIA;0;53
06235;0801506235;CARRE;Torrent de la Font;TORRENT DE LA FONT;0;15
06230;0801506230;CARRE;Torrent de Vallmajor;TORRENT VALLMAJOR;1;59
